record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by,is_impossible_attendance,attendance_valid,attendance_rate_pct,day_of_week,is_sunday,is_proxy_fraud
ATT0019151,2025-08-31,SCH0382,7,277,179,False,Unknown,False,True,64.62093862815884,Sunday,True,False
ATT0018376,2026-01-24,SCH0548,III,90,79,False,Clerk,False,True,87.77777777777777,Saturday,False,False
ATT0002643,2025-06-23,SCH0427,1,142,120,True,Admin,False,True,84.50704225352112,Monday,False,False
ATT0009281,2025-06-08,SCH0015,5,300,225,True,Class Teacher,False,True,75.0,Sunday,True,False
ATT0017402,2025-07-25,SCH0032,II,181,117,True,Admin,False,True,64.64088397790056,Friday,False,False
ATT0004196,2026-02-19,SCH0154,I,245,254,True,Headmaster,True,False,,Thursday,False,False
ATT0013033,2025-11-17,S0032,8,77,59,True,Unknown,False,True,76.62337662337663,Monday,False,False
ATT0012769,2025-05-23,SCH0218,IV,134,108,True,Admin,False,True,80.59701492537313,Friday,False,False
ATT0012361,2025-06-07,SCH0331,5,231,200,,Class Teacher,False,True,86.58008658008657,Saturday,False,False
ATT0003850,2026-02-05,SCH0182,2,195,139,True,Clerk,False,True,71.28205128205128,Thursday,False,False
ATT0019114,2025-05-03,0519,5,228,153,True,Headmaster,False,True,67.10526315789474,Saturday,False,False
ATT0016195,2026-03-16,SCH0405,6,152,113,True,Class Teacher,False,True,74.3421052631579,Monday,False,False
ATT0015254,2025-09-04,SCH0185,3,123,92,,Class Teacher,False,True,74.79674796747967,Thursday,False,False
ATT0016194,2025-12-18,SCH0331,II,105,73,,Clerk,False,True,69.52380952380952,Thursday,False,False
ATT0003555,2025-09-14,SCH0400,3,155,155,True,Unknown,False,True,100.0,Sunday,True,True
ATT0013238,2025-07-31,SCH0555,7,123,77,True,Headmaster,False,True,62.601626016260155,Thursday,False,False
ATT0002601,2026-01-01,SCH0164,I,138,119,True,Headmaster,False,True,86.23188405797102,Thursday,False,False
ATT0017969,2025-11-12,SCH0237,IV,286,194,,Unknown,False,True,67.83216783216784,Wednesday,False,False
ATT0001519,2025-07-21,SCH0479,8,222,195,True,Unknown,False,True,87.83783783783784,Monday,False,False
ATT0004118,2025-10-28,SCH0217,I,103,62,True,Class Teacher,False,True,60.19417475728155,Tuesday,False,False
ATT0010826,2025-09-26,SCH0356,4,114,106,True,Headmaster,False,True,92.98245614035088,Friday,False,False
ATT0005756,2026-03-19,SCH0575,5,241,155,False,Class Teacher,False,True,64.31535269709543,Thursday,False,False
ATT0005634,2025-09-07,SCH0531,I,223,223,,Unknown,False,True,100.0,Sunday,True,True
ATT0008400,2026-08-03,S0218,6,252,192,True,Unknown,False,True,76.19047619047619,Monday,False,False
ATT0018904,2026-03-24,SCH0290,3,54,34,,Unknown,False,True,62.96296296296296,Tuesday,False,False
ATT0013066,2025-07-24,SCH0031,7,58,54,True,Class Teacher,False,True,93.10344827586206,Thursday,False,False
ATT0007163,2025-02-11,SCH0255,5,222,176,True,Headmaster,False,True,79.27927927927928,Tuesday,False,False
ATT0014257,2026-03-29,SCH0199,8,180,180,True,Unknown,False,True,100.0,Sunday,True,True
ATT0011738,2026-03-12,SCH0482,III,83,58,False,Headmaster,False,True,69.87951807228916,Thursday,False,False
ATT0015442,2025-01-08,SCH0015,2,224,157,True,Headmaster,False,True,70.08928571428571,Wednesday,False,False
ATT0001989,2026-01-04,SCH0535,9,116,116,True,Admin,False,True,100.0,Sunday,True,True
ATT0007738,2025-06-16,SCH0099,III,136,119,True,Headmaster,False,True,87.5,Monday,False,False
ATT0016902,2025-11-20,SCH0216,V,227,236,True,Headmaster,True,False,,Thursday,False,False
ATT0010562,2025-08-15,SCH0116,2,137,98,True,Class Teacher,False,True,71.53284671532847,Friday,False,False
ATT0000202,2025-06-02,SCH0053,7,278,219,True,Class Teacher,False,True,78.77697841726618,Monday,False,False
ATT0015167,2025-05-23,SCH0212,2,143,87,True,Unknown,False,True,60.83916083916085,Friday,False,False
ATT0004856,2026-02-09,SCH0075,2,214,130,False,Admin,False,True,60.747663551401864,Monday,False,False
ATT0019633,2025-05-28,SCH0315,5,95,64,True,Headmaster,False,True,67.36842105263158,Wednesday,False,False
ATT0009742,2026-01-02,SCH0194,4,203,148,True,Headmaster,False,True,72.9064039408867,Friday,False,False
ATT0012503,2025-11-16,SCH0347,V,170,139,,Clerk,False,True,81.76470588235294,Sunday,True,False
ATT0015951,2025-12-22,SCH0183,V,179,130,,Headmaster,False,True,72.62569832402235,Monday,False,False
ATT0003766,2025-07-05,SCH0205,II,46,31,,Unknown,False,True,67.3913043478261,Saturday,False,False
ATT0018069,2025-11-05,SCH0459,8,114,99,True,Unknown,False,True,86.8421052631579,Wednesday,False,False
ATT0013453,2026-08-02,SCH0203,I,93,60,True,Headmaster,False,True,64.51612903225806,Sunday,True,False
ATT0006433,2026-02-27,SCH0500,IV,77,66,True,Unknown,False,True,85.71428571428571,Friday,False,False
ATT0007847,2026-04-02,SCH0184,III,293,215,,Class Teacher,False,True,73.37883959044369,Thursday,False,False
ATT0012254,2025-08-02,SCH0221,III,244,146,False,Headmaster,False,True,59.83606557377049,Saturday,False,False
ATT0016403,2025-06-04,SCH0219,1,120,79,True,Unknown,False,True,65.83333333333333,Wednesday,False,False
ATT0016434,2026-01-03,SCH0329,9,104,84,True,Clerk,False,True,80.76923076923077,Saturday,False,False
ATT0000888,2025-12-27,SCH0312,4,182,114,True,Headmaster,False,True,62.637362637362635,Saturday,False,False
ATT0006262,2026-11-02,SCH0154,3,130,86,True,Class Teacher,False,True,66.15384615384615,Monday,False,False
,2025-10-08,SCH0175,2,199,180,True,Unknown,False,True,90.45226130653266,Wednesday,False,False
ATT0006044,2026-01-07,SCH0214,8,242,219,True,Headmaster,False,True,90.49586776859503,Wednesday,False,False
ATT0010809,2025-10-22,SCH0217,I,81,50,True,Unknown,False,True,61.72839506172839,Wednesday,False,False
ATT0001425,2025-05-17,SCH0448,V,184,158,True,Class Teacher,False,True,85.86956521739131,Saturday,False,False
ATT0016524,2025-04-15,SCH0299,3,112,126,True,Class Teacher,True,False,,Tuesday,False,False
ATT0015925,2025-06-08,SCH0093,2,237,143,True,Headmaster,False,True,60.337552742616026,Sunday,True,False
ATT0000113,2026-01-29,SCH0254,5,179,111,True,Admin,False,True,62.01117318435754,Thursday,False,False
ATT0008161,2026-02-13,SCH0233,5,282,181,True,Unknown,False,True,64.18439716312056,Friday,False,False
ATT0019443,2025-05-23,SCH0556,10,155,98,True,Unknown,False,True,63.2258064516129,Friday,False,False
ATT0016200,2025-02-09,0355,2,287,266,True,Class Teacher,False,True,92.6829268292683,Sunday,True,False
ATT0004560,2025-03-05,SCH0534,2,117,98,True,Clerk,False,True,83.76068376068376,Wednesday,False,False
ATT0011443,2025-08-04,SCH0165,IV,286,219,True,Class Teacher,False,True,76.57342657342657,Monday,False,False
ATT0011255,2025-04-09,SCH0420,8,272,212,,Headmaster,False,True,77.94117647058823,Wednesday,False,False
ATT0018639,2025-10-05,S0429,IV,171,135,,Headmaster,False,True,78.94736842105263,Sunday,True,False
ATT0008567,2025-11-02,SCH0038,7,102,65,True,Clerk,False,True,63.725490196078425,Sunday,True,False
ATT0016312,2025-09-12,S0198,10,113,101,False,Admin,False,True,89.38053097345133,Friday,False,False
ATT0010759,2025-06-19,SCH0513,I,115,96,,Class Teacher,False,True,83.47826086956522,Thursday,False,False
ATT0016836,2025-07-31,S0053,7,216,160,True,Class Teacher,False,True,74.07407407407408,Thursday,False,False
ATT0003732,2026-09-03,SCH0285,2,94,62,,Headmaster,False,True,65.95744680851064,Thursday,False,False
ATT0004987,2026-02-05,S0143,9,124,101,,Clerk,False,True,81.45161290322581,Thursday,False,False
ATT0002764,2026-02-21,SCH0394,V,257,195,True,Headmaster,False,True,75.87548638132296,Saturday,False,False
ATT0013795,2025-10-30,SCH0404,9,157,142,False,Class Teacher,False,True,90.44585987261146,Thursday,False,False
ATT0019047,2025-06-07,SCH0235,7,141,128,True,Admin,False,True,90.78014184397163,Saturday,False,False
ATT0001856,2025-12-20,SCH0282,IV,112,104,False,Headmaster,False,True,92.85714285714286,Saturday,False,False
ATT0015600,2025-09-04,0178,8,210,163,True,Unknown,False,True,77.61904761904762,Thursday,False,False
ATT0012813,2025-08-14,SCH0559,4,294,204,True,Clerk,False,True,69.38775510204081,Thursday,False,False
ATT0001000,2025-07-05,SCH0532,5,129,84,True,Admin,False,True,65.11627906976744,Saturday,False,False
ATT0000390,2025-11-23,S0004,II,107,112,False,Clerk,True,False,,Sunday,True,False
ATT0011600,2025-07-26,SCH0536,I,266,182,True,Unknown,False,True,68.42105263157895,Saturday,False,False
ATT0006427,2025-04-10,S0298,1,132,96,True,Class Teacher,False,True,72.72727272727273,Thursday,False,False
ATT0010579,2025-05-23,0073,6,143,119,True,Unknown,False,True,83.21678321678321,Friday,False,False
ATT0019931,2025-08-08,SCH0448,7,180,157,False,Class Teacher,False,True,87.22222222222223,Friday,False,False
ATT0008113,2025-05-07,SCH0525,10,181,146,True,Headmaster,False,True,80.66298342541437,Wednesday,False,False
ATT0017377,2025-06-12,SCH0443,I,66,60,,Admin,False,True,90.9090909090909,Thursday,False,False
,2026-03-29,SCH0107,2,173,113,False,Admin,False,True,65.3179190751445,Sunday,True,False
ATT0014212,2025-06-03,0125,10,171,135,,Unknown,False,True,78.94736842105263,Tuesday,False,False
ATT0019976,2025-04-04,SCH0466,7,189,151,,Class Teacher,False,True,79.8941798941799,Friday,False,False
ATT0004797,2026-03-22,SCH0360,I,280,280,,Class Teacher,False,True,100.0,Sunday,True,True
ATT0004770,2025-06-11,SCH0383,I,74,66,True,Clerk,False,True,89.1891891891892,Wednesday,False,False
ATT0011066,2026-01-21,SCH0032,10,72,54,False,Headmaster,False,True,75.0,Wednesday,False,False
ATT0004174,2025-09-24,SCH0004,III,199,174,True,Headmaster,False,True,87.43718592964824,Wednesday,False,False
ATT0019922,2026-02-27,SCH0543,V,224,168,,Admin,False,True,75.0,Friday,False,False
ATT0001908,2025-08-16,SCH0309,I,155,129,True,Headmaster,False,True,83.22580645161291,Saturday,False,False
ATT0004947,2025-06-04,SCH0050,4,181,174,,Admin,False,True,96.13259668508287,Wednesday,False,False
ATT0008561,2026-02-07,SCH0110,2,209,165,True,Headmaster,False,True,78.94736842105263,Saturday,False,False
ATT0006034,2025-11-22,0311,8,141,137,True,Class Teacher,False,True,97.16312056737588,Saturday,False,False
ATT0007620,2026-01-19,SCH0314,6,89,63,True,Headmaster,False,True,70.78651685393258,Monday,False,False
ATT0001152,2025-12-06,SCH0572,V,217,192,True,Class Teacher,False,True,88.47926267281106,Saturday,False,False
ATT0018981,2025-12-24,SCH0296,V,105,121,True,Class Teacher,True,False,,Wednesday,False,False
ATT0009690,2025-01-08,S0309,IV,257,197,True,Admin,False,True,76.65369649805449,Wednesday,False,False
ATT0007107,2026-01-17,SCH0152,V,299,299,True,Headmaster,False,True,100.0,Saturday,False,False
ATT0019617,2025-05-20,SCH0363,3,192,186,True,Unknown,False,True,96.875,Tuesday,False,False
ATT0004288,2025-07-30,S0211,1,158,146,True,Class Teacher,False,True,92.40506329113924,Wednesday,False,False
ATT0002231,2026-03-18,SCH0182,8,199,174,False,Unknown,False,True,87.43718592964824,Wednesday,False,False
ATT0000175,2026-01-23,SCH0192,4,159,116,True,Headmaster,False,True,72.95597484276729,Friday,False,False
ATT0008753,2026-01-12,SCH0147,3,192,138,True,Headmaster,False,True,71.875,Monday,False,False
ATT0003409,2025-08-30,SCH0310,6,79,64,True,Headmaster,False,True,81.0126582278481,Saturday,False,False
ATT0001539,2025-08-17,S0220,V,262,223,,Headmaster,False,True,85.1145038167939,Sunday,True,False
ATT0002293,2025-08-27,SCH0515,9,222,185,True,Unknown,False,True,83.33333333333334,Wednesday,False,False
ATT0009524,2026-02-16,SCH0486,6,255,255,,Class Teacher,False,True,100.0,Monday,False,False
ATT0001364,2026-04-02,SCH0264,9,132,110,,Admin,False,True,83.33333333333334,Thursday,False,False
ATT0004358,2025-07-28,SCH0503,III,135,127,,Headmaster,False,True,94.07407407407408,Monday,False,False
ATT0000681,2025-08-07,S0049,II,122,76,True,Admin,False,True,62.295081967213115,Thursday,False,False
ATT0013051,2026-01-11,SCH0288,7,141,88,,Clerk,False,True,62.4113475177305,Sunday,True,False
ATT0003665,2026-02-25,SCH0540,III,275,275,,Unknown,False,True,100.0,Wednesday,False,False
ATT0000509,2026-02-23,SCH0539,10,243,149,True,Unknown,False,True,61.31687242798354,Monday,False,False
ATT0000167,2025-09-22,S0389,9,298,198,True,Admin,False,True,66.44295302013423,Monday,False,False
ATT0013690,2025-04-18,SCH0172,7,166,147,True,Headmaster,False,True,88.55421686746988,Friday,False,False
ATT0018987,2026-01-15,SCH0116,4,161,135,,Headmaster,False,True,83.85093167701864,Thursday,False,False
ATT0001915,2025-12-21,SCH0061,5,86,78,True,Headmaster,False,True,90.69767441860465,Sunday,True,False
ATT0007264,2025-04-02,SCH0331,10,239,184,True,Headmaster,False,True,76.98744769874477,Wednesday,False,False
ATT0010729,2025-04-11,SCH0181,8,191,117,,Unknown,False,True,61.25654450261781,Friday,False,False
ATT0001105,2025-11-11,SCH0428,IV,72,43,,Unknown,False,True,59.72222222222222,Tuesday,False,False
ATT0012068,2025-04-27,SCH0131,3,161,99,True,Headmaster,False,True,61.49068322981367,Sunday,True,False
ATT0002611,2025-04-23,SCH0258,I,297,256,True,Admin,False,True,86.19528619528619,Wednesday,False,False
ATT0009945,2026-07-03,SCH0071,I,161,123,True,Class Teacher,False,True,76.3975155279503,Friday,False,False
ATT0005311,2025-11-03,SCH0444,5,46,36,,Headmaster,False,True,78.26086956521739,Monday,False,False
ATT0018131,2025-12-20,SCH0197,7,276,240,,Headmaster,False,True,86.95652173913044,Saturday,False,False
ATT0011109,2025-06-30,SCH0155,1,81,53,True,Clerk,False,True,65.4320987654321,Monday,False,False
ATT0011157,2025-04-17,SCH0572,7,43,33,True,Headmaster,False,True,76.74418604651163,Thursday,False,False
ATT0000153,2025-12-06,SCH0522,IV,224,193,False,Headmaster,False,True,86.16071428571429,Saturday,False,False
ATT0013423,2025-02-09,SCH0053,III,43,39,True,Unknown,False,True,90.69767441860465,Sunday,True,False
ATT0002833,2025-12-31,SCH0130,8,257,257,,Class Teacher,False,True,100.0,Wednesday,False,False
ATT0017546,2025-05-24,SCH0329,2,194,122,,Clerk,False,True,62.88659793814433,Saturday,False,False
ATT0003552,2025-06-09,SCH0443,6,290,290,True,Class Teacher,False,True,100.0,Monday,False,False
ATT0018171,2025-10-10,SCH0523,9,121,101,True,Clerk,False,True,83.47107438016529,Friday,False,False
ATT0019289,2025-10-27,SCH0367,9,292,184,True,Headmaster,False,True,63.013698630136986,Monday,False,False
ATT0012542,2025-04-19,SCH0386,2,156,96,True,Headmaster,False,True,61.53846153846154,Saturday,False,False
ATT0004539,2025-10-18,SCH0060,2,297,257,,Unknown,False,True,86.53198653198653,Saturday,False,False
ATT0014368,2025-06-24,SCH0545,II,173,133,True,Unknown,False,True,76.878612716763,Tuesday,False,False
ATT0010015,2026-02-15,SCH0238,9,125,95,True,Headmaster,False,True,76.0,Sunday,True,False
ATT0012279,2026-09-03,SCH0492,7,176,113,False,Admin,False,True,64.20454545454545,Thursday,False,False
ATT0018107,2026-02-28,SCH0026,III,62,47,,Headmaster,False,True,75.80645161290323,Saturday,False,False
ATT0015089,2025-12-31,SCH0303,I,139,102,,Unknown,False,True,73.38129496402878,Wednesday,False,False
ATT0019792,2025-12-24,SCH0072,I,211,168,True,Unknown,False,True,79.62085308056872,Wednesday,False,False
ATT0005142,2025-05-23,SCH0005,3,51,41,True,Admin,False,True,80.3921568627451,Friday,False,False
ATT0011815,2025-07-19,SCH0573,IV,114,92,True,Headmaster,False,True,80.7017543859649,Saturday,False,False
ATT0019471,2026-02-26,SCH0204,9,52,46,False,Unknown,False,True,88.46153846153845,Thursday,False,False
ATT0003451,2026-02-16,SCH0475,III,63,48,True,Admin,False,True,76.19047619047619,Monday,False,False
ATT0016590,2025-11-04,SCH0132,IV,144,109,True,Admin,False,True,75.69444444444444,Tuesday,False,False
ATT0013157,2025-12-31,S0281,6,133,133,True,Admin,False,True,100.0,Wednesday,False,False
ATT0002750,2025-10-21,SCH0085,II,66,51,True,Clerk,False,True,77.27272727272727,Tuesday,False,False
ATT0012708,2025-05-28,SCH0510,III,151,104,,Clerk,False,True,68.87417218543047,Wednesday,False,False
ATT0013132,2025-09-14,0526,II,133,110,True,Admin,False,True,82.70676691729322,Sunday,True,False
ATT0012252,2025-09-14,SCH0589,III,134,126,True,Class Teacher,False,True,94.02985074626866,Sunday,True,False
ATT0010180,2025-05-17,SCH0173,III,164,146,True,Headmaster,False,True,89.02439024390245,Saturday,False,False
ATT0005811,2025-07-25,SCH0559,V,242,250,True,Headmaster,True,False,,Friday,False,False
ATT0005635,2025-12-21,SCH0415,6,240,240,True,Clerk,False,True,100.0,Sunday,True,True
ATT0011581,2026-03-28,SCH0345,I,74,60,,Class Teacher,False,True,81.08108108108108,Saturday,False,False
ATT0013927,2025-04-13,SCH0589,10,213,213,True,Clerk,False,True,100.0,Sunday,True,True
ATT0019935,2025-08-14,SCH0468,III,293,196,,Admin,False,True,66.89419795221842,Thursday,False,False
ATT0001381,2026-01-23,SCH0410,7,300,275,True,Unknown,False,True,91.66666666666666,Friday,False,False
ATT0019384,2026-01-28,0072,I,170,104,True,Headmaster,False,True,61.1764705882353,Wednesday,False,False
ATT0014902,2025-09-22,SCH0368,IV,246,152,False,Headmaster,False,True,61.78861788617886,Monday,False,False
ATT0003833,2025-12-30,SCH0132,6,146,104,True,Admin,False,True,71.23287671232876,Tuesday,False,False
ATT0019479,2025-07-13,S0469,1,78,78,True,Headmaster,False,True,100.0,Sunday,True,True
ATT0004777,2026-02-03,SCH0091,4,106,76,True,Class Teacher,False,True,71.69811320754717,Tuesday,False,False
ATT0004277,2025-07-20,SCH0549,V,227,192,False,Unknown,False,True,84.58149779735683,Sunday,True,False
ATT0004959,2025-05-24,SCH0567,V,252,204,,Headmaster,False,True,80.95238095238095,Saturday,False,False
ATT0018337,2026-02-15,SCH0020,1,100,100,,Clerk,False,True,100.0,Sunday,True,True
ATT0016663,2025-07-01,SCH0572,II,202,134,True,Unknown,False,True,66.33663366336634,Tuesday,False,False
ATT0007416,2025-11-08,SCH0007,9,189,119,False,Headmaster,False,True,62.96296296296296,Saturday,False,False
ATT0003253,2025-08-17,SCH0287,6,48,33,,Headmaster,False,True,68.75,Sunday,True,False
ATT0016674,2026-03-04,SCH0180,3,187,116,True,Admin,False,True,62.03208556149733,Wednesday,False,False
ATT0018814,2025-09-17,SCH0425,10,113,113,,Admin,False,True,100.0,Wednesday,False,False
ATT0018536,2025-11-21,SCH0173,1,232,163,True,Unknown,False,True,70.25862068965517,Friday,False,False
ATT0014301,2026-02-26,SCH0121,1,233,199,True,Clerk,False,True,85.40772532188842,Thursday,False,False
ATT0015524,2025-06-05,SCH0591,II,85,75,,Class Teacher,False,True,88.23529411764706,Thursday,False,False
ATT0014271,2025-08-04,SCH0146,1,145,125,,Headmaster,False,True,86.20689655172413,Monday,False,False
ATT0012328,2025-07-27,SCH0060,IV,297,218,True,Headmaster,False,True,73.4006734006734,Sunday,True,False
ATT0011547,2025-07-04,S0086,V,171,106,,Admin,False,True,61.98830409356725,Friday,False,False
ATT0015640,2025-08-02,SCH0247,III,250,233,True,Class Teacher,False,True,93.2,Saturday,False,False
ATT0015043,2026-02-02,SCH0247,III,165,131,True,Admin,False,True,79.39393939393939,Monday,False,False
ATT0014209,2025-12-15,SCH0488,1,169,176,True,Headmaster,True,False,,Monday,False,False
ATT0002469,2026-02-05,SCH0486,9,145,88,False,Clerk,False,True,60.689655172413794,Thursday,False,False
ATT0018631,2025-06-01,0397,1,75,75,True,Admin,False,True,100.0,Sunday,True,True
ATT0016655,2025-12-19,SCH0038,5,155,95,True,Headmaster,False,True,61.29032258064516,Friday,False,False
ATT0011758,2026-02-02,S0412,10,90,59,True,Headmaster,False,True,65.55555555555556,Monday,False,False
ATT0013870,2026-01-25,SCH0010,6,107,65,True,Clerk,False,True,60.747663551401864,Sunday,True,False
ATT0016999,2026-03-01,SCH0183,8,187,135,True,Clerk,False,True,72.19251336898395,Sunday,True,False
ATT0009584,2025-08-04,SCH0193,III,146,109,True,Class Teacher,False,True,74.65753424657534,Monday,False,False
ATT0006697,2025-10-25,SCH0027,9,235,147,True,Headmaster,False,True,62.5531914893617,Saturday,False,False
ATT0003181,2026-02-16,SCH0213,8,92,55,True,Class Teacher,False,True,59.78260869565217,Monday,False,False
ATT0015090,2025-09-05,SCH0492,10,131,116,False,Clerk,False,True,88.54961832061069,Friday,False,False
ATT0008276,2025-05-20,SCH0407,5,285,256,True,Admin,False,True,89.82456140350877,Tuesday,False,False
ATT0009066,2025-07-06,SCH0161,1,155,155,True,Class Teacher,False,True,100.0,Sunday,True,True
ATT0011031,2026-01-04,SCH0453,4,157,113,True,Admin,False,True,71.97452229299363,Sunday,True,False
ATT0018563,2025-10-16,SCH0209,4,140,114,True,Unknown,False,True,81.42857142857143,Thursday,False,False
ATT0004558,2025-05-05,SCH0573,III,102,94,True,Headmaster,False,True,92.15686274509804,Monday,False,False
ATT0007813,2026-01-02,S0363,10,172,119,True,Headmaster,False,True,69.18604651162791,Friday,False,False
ATT0012840,2025-12-25,SCH0465,IV,296,255,True,Unknown,False,True,86.14864864864865,Thursday,False,False
ATT0006298,2026-02-15,SCH0082,8,260,237,True,Unknown,False,True,91.15384615384615,Sunday,True,False
ATT0014535,2026-02-08,SCH0269,III,108,99,,Admin,False,True,91.66666666666666,Sunday,True,False
ATT0017816,2025-07-15,SCH0118,7,182,143,True,Clerk,False,True,78.57142857142857,Tuesday,False,False
ATT0001133,2025-10-29,SCH0094,9,258,258,True,Headmaster,False,True,100.0,Wednesday,False,False
ATT0010643,2025-08-22,SCH0531,7,179,150,True,Class Teacher,False,True,83.79888268156425,Friday,False,False
ATT0010522,2025-05-06,SCH0122,V,147,140,True,Class Teacher,False,True,95.23809523809523,Tuesday,False,False
ATT0018182,2025-08-15,SCH0163,3,249,222,True,Headmaster,False,True,89.1566265060241,Friday,False,False
ATT0019961,2025-06-14,SCH0428,V,265,190,True,Headmaster,False,True,71.69811320754717,Saturday,False,False
,2025-10-07,SCH0574,V,272,171,True,Headmaster,False,True,62.86764705882353,Tuesday,False,False
ATT0012997,2026-02-15,SCH0538,5,227,227,,Class Teacher,False,True,100.0,Sunday,True,True
ATT0001773,2025-07-19,SCH0567,4,86,59,True,Clerk,False,True,68.6046511627907,Saturday,False,False
ATT0010594,2025-11-01,SCH0546,II,250,165,True,Headmaster,False,True,66.0,Saturday,False,False
ATT0001914,2025-09-22,S0054,1,196,122,True,Admin,False,True,62.244897959183675,Monday,False,False
ATT0014213,2025-09-15,S0075,IV,166,136,True,Admin,False,True,81.92771084337349,Monday,False,False
ATT0009257,2026-02-27,SCH0503,IV,143,119,True,Admin,False,True,83.21678321678321,Friday,False,False
ATT0012603,2025-09-15,S0014,8,207,219,True,Class Teacher,True,False,,Monday,False,False
ATT0014189,2026-01-28,0445,IV,254,193,True,Class Teacher,False,True,75.98425196850394,Wednesday,False,False
ATT0015418,2025-05-03,0182,5,95,74,True,Headmaster,False,True,77.89473684210526,Saturday,False,False
ATT0001106,2025-07-01,SCH0258,10,73,52,True,Unknown,False,True,71.23287671232876,Tuesday,False,False
ATT0017077,2025-05-19,SCH0530,9,49,37,True,Clerk,False,True,75.51020408163265,Monday,False,False
ATT0018481,2025-07-24,SCH0160,I,54,33,,Clerk,False,True,61.111111111111114,Thursday,False,False
ATT0004957,2025-07-09,0533,2,266,266,True,Admin,False,True,100.0,Wednesday,False,False
ATT0008308,2025-10-03,SCH0584,7,122,75,,Unknown,False,True,61.47540983606557,Friday,False,False
ATT0003697,2025-09-21,SCH0020,2,272,272,True,Class Teacher,False,True,100.0,Sunday,True,True
ATT0007779,2025-04-15,SCH0190,6,156,156,,Unknown,False,True,100.0,Tuesday,False,False
ATT0019473,2025-10-04,SCH0093,3,65,44,,Headmaster,False,True,67.6923076923077,Saturday,False,False
ATT0000629,2026-01-12,SCH0512,II,217,169,True,Headmaster,False,True,77.88018433179722,Monday,False,False
ATT0002452,2025-06-17,S0193,5,54,43,True,Clerk,False,True,79.62962962962963,Tuesday,False,False
ATT0017642,2026-01-04,SCH0017,IV,158,99,,Admin,False,True,62.65822784810127,Sunday,True,False
ATT0002177,2025-07-19,SCH0313,10,265,236,False,Headmaster,False,True,89.05660377358491,Saturday,False,False
ATT0019026,2026-01-01,SCH0237,5,211,200,True,Unknown,False,True,94.7867298578199,Thursday,False,False
ATT0002788,2025-04-29,SCH0490,2,130,89,True,Class Teacher,False,True,68.46153846153847,Tuesday,False,False
ATT0012298,2025-09-13,SCH0532,1,198,188,True,Clerk,False,True,94.94949494949495,Saturday,False,False
ATT0001197,2026-03-08,SCH0340,1,161,141,True,Class Teacher,False,True,87.5776397515528,Sunday,True,False
ATT0007619,2025-09-02,SCH0087,3,284,198,True,Admin,False,True,69.71830985915493,Tuesday,False,False
ATT0004445,2025-09-20,S0432,IV,135,113,True,Headmaster,False,True,83.7037037037037,Saturday,False,False
ATT0011129,2025-08-07,SCH0295,IV,279,237,True,Admin,False,True,84.94623655913979,Thursday,False,False
ATT0015515,2026-03-13,SCH0506,5,277,167,,Admin,False,True,60.28880866425993,Friday,False,False
ATT0005723,2025-02-12,SCH0234,1,42,35,True,Clerk,False,True,83.33333333333334,Wednesday,False,False
ATT0018427,2026-03-16,SCH0327,2,160,149,,Class Teacher,False,True,93.125,Monday,False,False
ATT0010696,2025-07-04,SCH0363,1,297,268,True,Unknown,False,True,90.23569023569024,Friday,False,False
ATT0004968,2025-05-10,SCH0080,1,125,79,True,Admin,False,True,63.2,Saturday,False,False
ATT0010411,2025-05-17,SCH0009,1,265,188,True,Headmaster,False,True,70.94339622641509,Saturday,False,False
ATT0004010,2026-03-31,SCH0543,10,109,81,True,Class Teacher,False,True,74.31192660550458,Tuesday,False,False
ATT0015516,2026-01-27,SCH0319,I,110,99,True,Class Teacher,False,True,90.0,Tuesday,False,False
ATT0003584,2026-02-05,S0373,5,276,239,,Class Teacher,False,True,86.59420289855072,Thursday,False,False
ATT0012425,2025-09-14,SCH0312,II,99,111,True,Headmaster,True,False,,Sunday,True,False
,2025-10-20,SCH0369,8,71,51,True,Headmaster,False,True,71.83098591549296,Monday,False,False
ATT0003668,2025-08-22,SCH0027,V,224,149,True,Headmaster,False,True,66.51785714285714,Friday,False,False
ATT0012475,2025-12-17,0099,8,62,56,,Clerk,False,True,90.32258064516128,Wednesday,False,False
ATT0012783,2025-09-07,SCH0540,III,149,149,True,Unknown,False,True,100.0,Sunday,True,True
ATT0010212,2026-03-26,SCH0074,II,205,133,False,Class Teacher,False,True,64.8780487804878,Thursday,False,False
ATT0003424,2026-02-25,SCH0332,II,71,54,True,Class Teacher,False,True,76.05633802816901,Wednesday,False,False
ATT0010718,2026-03-19,S0267,5,75,60,,Headmaster,False,True,80.0,Thursday,False,False
ATT0008200,2025-12-09,SCH0067,V,69,64,True,Unknown,False,True,92.7536231884058,Tuesday,False,False
ATT0019307,2025-04-18,0294,7,52,42,False,Headmaster,False,True,80.76923076923077,Friday,False,False
ATT0005367,2025-10-05,SCH0035,9,162,162,True,Class Teacher,False,True,100.0,Sunday,True,True
ATT0017314,2026-03-21,SCH0400,IV,266,201,True,Admin,False,True,75.56390977443608,Saturday,False,False
ATT0002896,2025-10-09,SCH0027,2,106,95,True,Headmaster,False,True,89.62264150943396,Thursday,False,False
ATT0014123,2025-02-08,SCH0068,5,159,131,True,Class Teacher,False,True,82.38993710691824,Saturday,False,False
