procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,quantity_kg,total_cost_inr,cost_per_kg
MDM003198,2026-03-06,SCH0064,Sharma Traders,Rice,37100,g,"₹1,484",Pending,37.1,1484.0,40.0
MDM005132,2026-03-06,SCH0177,Sharma Traders,Rice,51.4,kg,2056,Paid,51.4,2056.0,40.0
MDM000113,2026-01-16,SCH0378,Goyal Rice Mill,Pulses,48500,grams,4365,Pending,48.5,4365.0,90.0
MDM008161,2025-07-07,SCH0010,Kumar General Store,Atta,22300,g,Rs. 669,Pending,22.3,0.669,0.030000000000000002
MDM010720,2026-03-06,0419,Sharma Traders,Pulses,20.5 kg,,"1,845/-",Pending,20.5,1845.0,90.0
MDM004560,2025-12-05,SCH0377,Kumar Supplies,Wheat,15,KG,450/-,Paid,15.0,450.0,30.0
MDM004596,2025-08-01,SCH0201,S. Agro Works,Rice,0.364,Bags,Rs. 728,Pending,18.2,0.728,0.04
MDM004691,2025-08-02,SCH0553,S. Agro Works,Edible Oil,,,"Rs. 2,736",Paid,0.0,0.2736,0.0
MDM007952,2025-11-12,SCH0005,Goyal Mill,Edible Oil,23.4,KG,2808,Pending,23.4,2808.0,120.00000000000001
MDM003278,2025-10-07,SCH0140,Singh Agro,Lentils,0.272,bags,"Rs. 1,224",Pending,13.600000000000001,0.1224,0.009
MDM004069,2025-04-19,S0230,Goyal Enterprises,Atta,,,Rs. 498,Pending,0.0,0.498,0.0
MDM004409,2025-09-01,SCH0424,Kumar Supplies,Rice,56,KG,"Rs. 2,240",Pending,56.0,0.224,0.004
MDM008778,2025-06-23,SCH0368,Kumar Supplies,Edible Oil,21.2,Kgs,2544,Paid,21.2,2544.0,120.0
MDM010606,2025-12-23,SCH0389,Goyal Mill,Pulses,0.28,bags,1260,Paid,14.000000000000002,1260.0,89.99999999999999
MDM000452,2025-08-30,S0319,Goyal Rice Mill,Lentils,15.4 kg,,"₹1,386",Pending,15.4,1386.0,90.0
MDM007263,2025-06-09,SCH0059,Kumar & Co.,Edible Oil,11.1,kg,1332,Paid,11.1,1332.0,120.0
MDM003732,2026-03-30,SCH0505,Singh Brothers,Rice,35.5,Kgs,"Rs. 1,420",Paid,35.5,0.142,0.003999999999999999
MDM007257,2025-08-11,SCH0434,Sharma Traders,Edible Oil,41.9 kg,,"₹5,028",Pending,41.9,5028.0,120.0
MDM011053,2026-01-21,SCH0241,Sharma Traders,Edible Oil,21.6 kg,,2592,Paid,21.6,2592.0,119.99999999999999
MDM004987,2025-11-16,SCH0098,Goyal Enterprises,Rice,14.0 kg,,Rs. 560,Paid,14.0,0.56,0.04
MDM003664,2026-07-02,SCH0198,Kumar & Co.,Wheat,,,1716,Paid,0.0,1716.0,0.0
MDM002764,2025-03-09,SCH0131,Singh Agro,Edible Oil,25500,g,"3,060/-",Pending,25.5,3060.0,120.0
MDM001856,2025-12-30,SCH0378,Goyal Rice Mill,Wheat,15700,Grams,,Paid,15.7,0.0,0.0
MDM001000,2025-04-19,S0013,Sharma Traders,Atta,,,1425,Paid,0.0,1425.0,0.0
MDM000390,2025-08-28,0071,Kumar & Co.,Atta,0.652,Sacks,978,Pending,32.6,978.0,30.0
MDM006427,2026-01-13,SCH0492,Goyal Mill,Rice,,,548,Pending,0.0,548.0,0.0
MDM001477,2025-06-04,SCH0490,Sharma Traders,Rice,24.4,Kgs,976/-,Paid,24.4,976.0,40.0
MDM002241,2025-09-06,SCH0430,Singh Agro,Rice,0.882,Bags,1764,Paid,44.1,1764.0,40.0
MDM011286,2026-03-05,SCH0411,Goyal Rice Mill,Rice,52200,grams,2088,Pending,52.2,2088.0,40.0
MDM008113,2026-03-21,SCH0180,Sharma Traders,Rice,46,Kgs,"₹1,840",Pending,46.0,1840.0,40.0
MDM000993,2025-10-15,SCH0536,Kumar & Co.,Rice,23.9 kg,,956,Pending,23.9,956.0,40.0
MDM007033,2025-04-06,SCH0418,Goyal Rice Mill,Edible Oil,,,"4,896/-",Pending,0.0,4896.0,0.0
MDM004998,2026-01-14,SCH0372,Kumar General Store,Rice,40.4,KGS,"Rs. 1,616",Paid,40.4,0.1616,0.004
MDM003923,2025-05-24,0149,Singh Agro,Lentils,0.784,Bags,3528,Paid,39.2,3528.0,90.0
MDM002973,2026-02-28,0320,Singh Brothers,Rice,24.4,KG,Rs. 976,Pending,24.4,0.976,0.04
MDM006872,2025-06-11,SCH0311,Goyal Enterprises,Rice,0.39,Bori,780,Pending,19.5,780.0,40.0
MDM009335,2025-04-20,SCH0236,Singh Brothers,Edible Oil,,,"4,860/-",Pending,0.0,4860.0,0.0
MDM004770,2025-07-26,SCH0254,Kumar & Co.,Edible Oil,53,Kgs,"₹6,360",Paid,53.0,6360.0,120.0
MDM001294,2025-07-02,SCH0598,Kumar General Store,Pulses,23.9,kg,"2,151/-",Pending,23.9,2151.0,90.0
MDM004174,2025-04-06,SCH0056,Goyal Rice Mill,Edible Oil,58.3,kg,"6,996/-",Paid,58.3,6996.0,120.0
MDM002536,2025-09-19,S0599,Singh Brothers,Rice,0.392,Bori,Rs. 784,Pending,19.6,0.784,0.04
MDM011276,2025-09-10,SCH0368,Sharma Traders,Pulses,19.1,kg,1719,Pending,19.1,1719.0,90.0
MDM001908,2026-03-14,SCH0230,Kumar & Co.,Lentils,31.9,Kgs,2871,Pending,31.9,2871.0,90.0
MDM010243,2025-12-06,S0119,Kumar Supplies,Pulses,,,"₹3,672",Paid,0.0,3672.0,0.0
MDM011731,2025-07-16,SCH0416,S. Agro Works,Rice,0.236,Bori,472,Paid,11.799999999999999,472.0,40.00000000000001
MDM008561,2025-04-16,SCH0358,Singh Brothers,Rice,31.8,kg,"₹1,272",Pending,31.8,1272.0,40.0
MDM006034,2025-10-26,S0403,Sharma Traders,Pulses,38.5,kg,3465,Pending,38.5,3465.0,90.0
MDM007620,2025-11-12,SCH0394,Singh Brothers,Edible Oil,59.3,kg,7116,Pending,59.3,7116.0,120.0
MDM001152,2026-01-01,SCH0419,Singh Brothers,Edible Oil,35800,Grams,"₹4,296",Pending,35.8,4296.0,120.00000000000001
MDM001568,2025-12-07,SCH0290,Singh Agro,Atta,20.7,KG,Rs. 621,Paid,20.7,0.621,0.030000000000000002
MDM003172,2025-12-31,SCH0215,Singh Brothers,Rice,18.2 kg,,728/-,Pending,18.2,728.0,40.0
MDM007107,2025-06-09,SCH0358,S. Agro Works,Edible Oil,0.9179999999999999,Sacks,5508,Paid,45.9,5508.0,120.0
MDM004161,2025-12-13,SCH0405,Kumar Supplies,Pulses,38,Kgs,3420,Pending,38.0,3420.0,90.0
MDM004288,2025-12-10,0266,Goyal Mill,Edible Oil,55.2 kg,,"₹6,624",Paid,55.2,6624.0,120.0
MDM002231,2025-08-19,SCH0562,Kumar & Co.,Rice,,,"₹2,356",Paid,0.0,2356.0,0.0
MDM000175,2025-08-25,SCH0293,Kumar Supplies,Edible Oil,0.84,Bori,5040,Paid,42.0,5040.0,120.0
MDM001904,2025-10-19,SCH0230,Sharma Traders,Edible Oil,24700,grams,"₹2,964",Pending,24.7,2964.0,120.0
MDM009086,2026-01-22,SCH0082,Kumar General Store,Wheat,15.9,kg,477,Paid,15.9,477.0,30.0
MDM003409,2025-10-04,SCH0092,Kumar General Store,Wheat,1.046,50kg Bags,1569,Paid,52.300000000000004,1569.0,29.999999999999996
MDM001539,2025-10-14,SCH0239,Goyal Rice Mill,Edible Oil,53.4 kg,,6408,Paid,53.4,6408.0,120.0
MDM002293,2026-03-31,SCH0505,Goyal Rice Mill,Wheat,33800,Grams,1014,Paid,33.8,1014.0,30.000000000000004
MDM001364,2025-11-14,SCH0486,Sharma Traders,Rice,25600,Grams,1024,Pending,25.6,1024.0,40.0
MDM004358,2025-04-06,SCH0509,Sharma Traders,Wheat,,,₹732,Pending,0.0,732.0,0.0
MDM005261,2026-01-13,S0137,Goyal Enterprises,Rice,55200,grams,"Rs. 2,208",Paid,55.2,0.2208,0.004
MDM009237,2025-07-13,SCH0546,Kumar General Store,Wheat,58600,Grams,"Rs. 1,758",Pending,58.6,0.1758,0.003
MDM009390,2025-12-03,S0113,Goyal Rice Mill,Rice,,,"₹1,180",Paid,0.0,1180.0,0.0
MDM000681,2025-07-03,SCH0156,Singh Agro,Pulses,0.7040000000000001,bags,3168,Pending,35.2,3168.0,89.99999999999999
MDM010969,2025-11-18,SCH0216,Kumar & Co.,Edible Oil,32.8,KG,"3,936/-",Paid,32.8,3936.0,120.00000000000001
MDM003665,2025-06-26,SCH0515,Singh Brothers,Pulses,0.468,Sacks,"Rs. 2,106",Paid,23.400000000000002,0.2106,0.009
MDM001662,2025-08-26,SCH0225,Kumar & Co.,Rice,44.7,KGS,"Rs. 1,788",Paid,44.7,0.1788,0.003999999999999999
MDM000509,2026-03-14,SCH0418,Goyal Enterprises,Rice,12600,grams,Rs. 504,Paid,12.6,0.504,0.04
MDM000167,2026-01-20,SCH0190,Kumar & Co.,Wheat,19300,grams,579,Paid,19.3,579.0,30.0
MDM010237,2025-11-05,SCH0465,S. Agro Works,Edible Oil,58.6 kg,,"₹7,032",Paid,58.6,7032.0,120.0
MDM010303,2025-11-13,S0262,Kumar Supplies,Rice,1.118,Bori,"2,236/-",Paid,55.900000000000006,2236.0,39.99999999999999
MDM007366,2025-04-16,SCH0166,Kumar Supplies,Edible Oil,,,2148,Paid,0.0,2148.0,0.0
MDM001915,2025-05-09,SCH0426,Singh Brothers,Edible Oil,,,"Rs. 3,444",Paid,0.0,0.3444,0.0
MDM007264,2025-04-19,SCH0107,Sharma Traders,Rice,0.496,Bori,,Pending,24.8,0.0,0.0
MDM011909,2025-09-17,SCH0038,Goyal Enterprises,Edible Oil,57.1,Kgs,6852,Pending,57.1,6852.0,120.0
MDM007362,2026-01-03,SCH0172,Kumar & Co.,Pulses,36.7,KG,"3,303/-",Pending,36.7,3303.0,90.0
MDM001105,2026-01-01,SCH0471,Sharma Traders,Atta,0.732,Sacks,"Rs. 1,098",Pending,36.6,0.1098,0.0029999999999999996
MDM011071,2025-06-07,SCH0537,Kumar Supplies,Edible Oil,41500,Grams,"Rs. 4,980",Pending,41.5,0.498,0.012
MDM005311,2026-03-20,SCH0528,Singh Agro,Edible Oil,,,"₹1,272",Paid,0.0,1272.0,0.0
MDM009342,2025-11-12,SCH0391,Kumar General Store,Wheat,,,1497,Pending,0.0,1497.0,0.0
MDM005755,2025-05-10,SCH0461,Kumar General Store,Pulses,,,"₹1,377",Pending,0.0,1377.0,0.0
MDM000153,2025-06-01,SCH0523,Goyal Enterprises,Rice,49.2,KG,,Pending,49.2,0.0,0.0
MDM011787,2025-05-22,S0236,Goyal Rice Mill,Wheat,20700,grams,,Pending,20.7,0.0,0.0
MDM005680,2025-08-08,SCH0328,Sharma Traders,Pulses,15.3 kg,,"₹1,377",Paid,15.3,1377.0,90.0
MDM011281,2025-04-26,S0185,Goyal Mill,Pulses,39.1 kg,,"3,519/-",Pending,39.1,3519.0,90.0
MDM003552,2025-11-10,SCH0133,Kumar Supplies,Wheat,38.5,Kgs,"Rs. 1,155",Paid,38.5,0.1155,0.003
MDM003723,2025-06-28,SCH0033,Goyal Mill,Rice,1.108,Sacks,"₹2,216",Pending,55.400000000000006,2216.0,39.99999999999999
MDM004539,2025-05-23,SCH0513,Kumar General Store,Edible Oil,,,6660,Paid,0.0,6660.0,0.0
MDM009213,2026-05-02,SCH0123,Kumar & Co.,Edible Oil,52.3 kg,,6276,Paid,52.3,6276.0,120.0
MDM008464,2025-10-08,SCH0315,Goyal Enterprises,Lentils,0.914,Sacks,4113,Pending,45.7,4113.0,90.0
MDM001992,2025-07-11,S0083,Sharma Traders,Wheat,,,849,Pending,0.0,849.0,0.0
MDM010877,2025-08-30,SCH0284,Kumar General Store,Atta,1.074,Bori,"Rs. 1,611",Pending,53.7,0.1611,0.0029999999999999996
MDM008502,2025-06-16,SCH0112,Kumar & Co.,Edible Oil,50400,Grams,6048,Paid,50.4,6048.0,120.0
MDM005142,2025-04-26,SCH0276,Goyal Mill,Rice,29,KG,1160,Pending,29.0,1160.0,40.0
MDM003812,2025-07-25,0211,Goyal Rice Mill,Wheat,12.6,KGS,378,Paid,12.6,378.0,30.0
MDM010753,2025-10-14,0281,Goyal Enterprises,Pulses,38.0 kg,,"Rs. 3,420",Paid,38.0,0.342,0.009000000000000001
MDM003451,2026-08-02,SCH0008,Kumar Supplies,Edible Oil,27.8,KG,"Rs. 3,336",Pending,27.8,0.3336,0.012
MDM004592,2025-07-23,SCH0133,S. Agro Works,Edible Oil,22.8 kg,,"2,736/-",Pending,22.8,2736.0,120.0
MDM007353,2025-06-20,SCH0016,Sharma Traders,Edible Oil,0.542,Sacks,"Rs. 3,252",Pending,27.1,0.3252,0.011999999999999999
MDM000206,2026-02-22,SCH0246,Sharma Traders,Wheat,22.9,Kgs,Rs. 687,Paid,22.9,0.687,0.030000000000000006
MDM006681,2026-03-19,SCH0574,Sharma Traders,Rice,0.856,Bags,"₹1,712",Pending,42.8,1712.0,40.0
MDM002750,2026-01-10,SCH0047,Goyal Enterprises,Rice,24.7 kg,,Rs. 988,Paid,24.7,0.988,0.04
MDM008498,2025-03-10,SCH0595,Goyal Rice Mill,Edible Oil,0.9279999999999999,bags,"5,568/-",Paid,46.4,5568.0,120.0
MDM001850,2026-03-15,SCH0241,Goyal Mill,Pulses,0.866,bags,"Rs. 3,897",Pending,43.3,0.3897,0.009000000000000001
MDM003241,2025-10-14,SCH0174,Kumar & Co.,Pulses,50800,g,"₹4,572",Pending,50.8,4572.0,90.0
MDM009815,2025-10-22,SCH0359,Singh Agro,Wheat,12.5,Kgs,375,Paid,12.5,375.0,30.0
MDM003110,2025-10-11,SCH0384,Goyal Enterprises,Pulses,,,1998,Pending,0.0,1998.0,0.0
MDM005935,2025-08-13,SCH0004,Sharma Traders,Rice,39100,g,1564,Paid,39.1,1564.0,40.0
MDM010115,2025-06-14,SCH0414,Kumar General Store,Rice,42.1,Kgs,,Paid,42.1,0.0,0.0
MDM005811,2025-09-13,0523,Singh Agro,Rice,40.6 kg,,1624,Pending,40.6,1624.0,40.0
MDM008576,2025-05-20,SCH0399,Sharma Traders,Rice,12.1,KGS,₹484,Paid,12.1,484.0,40.0
MDM005635,2026-01-30,SCH0549,Singh Agro,Edible Oil,39.2 kg,,"4,704/-",Pending,39.2,4704.0,119.99999999999999
MDM004308,2025-05-31,SCH0538,Kumar General Store,Lentils,38500,grams,"Rs. 3,465",Pending,38.5,0.3465,0.009
MDM003157,2026-02-04,SCH0233,Kumar General Store,Pulses,0.726,50kg Bags,"3,267/-",Paid,36.3,3267.0,90.0
MDM006535,2025-04-05,SCH0195,Goyal Rice Mill,Edible Oil,,,4008,Pending,0.0,4008.0,0.0
MDM010733,2025-06-05,S0217,Singh Agro,Atta,31.3 kg,,Rs. 939,Pending,31.3,0.939,0.03
MDM010241,2025-04-06,SCH0445,Goyal Enterprises,Wheat,54.8 kg,,"Rs. 1,644",Paid,54.8,0.1644,0.003
MDM003833,2025-04-27,SCH0590,Kumar General Store,Lentils,57.6,KG,5184,Pending,57.6,5184.0,90.0
MDM010761,2025-11-17,SCH0290,Sharma Traders,Pulses,14,Kgs,1260,Paid,14.0,1260.0,90.0
MDM004777,2025-03-12,SCH0365,Sharma Traders,Rice,1.006,50kg Bags,"Rs. 2,012",Pending,50.3,0.2012,0.004
MDM007998,2025-04-05,SCH0240,Sharma Traders,Edible Oil,20.5,KG,"2,460/-",Paid,20.5,2460.0,120.0
MDM004277,2025-07-10,S0498,Kumar General Store,Edible Oil,0.716,50kg Bags,4296,Pending,35.8,4296.0,120.00000000000001
MDM009429,2025-09-25,SCH0532,Kumar General Store,Pulses,58.8,KGS,5292,Paid,58.8,5292.0,90.0
MDM011861,2025-06-20,SCH0125,Goyal Mill,Rice,,,1500,Pending,0.0,1500.0,0.0
MDM000279,2025-11-26,SCH0141,Singh Agro,Edible Oil,58.6,KGS,7032,Pending,58.6,7032.0,120.0
MDM006772,2025-04-02,SCH0382,Goyal Mill,Wheat,37400,Grams,"Rs. 1,122",Paid,37.4,0.1122,0.003
MDM007416,2026-01-31,SCH0079,Goyal Enterprises,Wheat,13.8 kg,,414,Pending,13.8,414.0,30.0
MDM003253,2025-10-09,SCH0128,S. Agro Works,Pulses,55100,grams,"₹4,959",Pending,55.1,4959.0,90.0
MDM011612,2025-11-16,SCH0314,Kumar General Store,Pulses,43.1,KGS,"Rs. 3,879",Pending,43.1,0.3879,0.009000000000000001
MDM000290,2025-10-12,SCH0214,S. Agro Works,Pulses,0.598,bags,"Rs. 2,691",Pending,29.9,0.2691,0.009000000000000001
MDM003076,2025-05-13,SCH0321,Sharma Traders,Lentils,36500,g,"Rs. 3,285",Paid,36.5,0.3285,0.009000000000000001
MDM011793,2026-03-31,SCH0017,Sharma Traders,Rice,,,"₹1,392",Pending,0.0,1392.0,0.0
MDM008758,2025-10-06,SCH0412,Kumar General Store,Pulses,33,KG,"Rs. 2,970",Pending,33.0,0.297,0.009
MDM000271,2025-09-20,SCH0233,Singh Brothers,Pulses,19.7,KGS,1773,Pending,19.7,1773.0,90.0
MDM004571,2025-06-18,SCH0429,Kumar & Co.,Rice,28.9,KG,"Rs. 1,156",Pending,28.9,0.1156,0.004
MDM010840,2025-06-30,SCH0149,Sharma Traders,Pulses,,,"Rs. 3,699",Paid,0.0,0.3699,0.0
MDM006697,2026-02-06,SCH0220,Singh Agro,Rice,56800,g,"Rs. 2,272",Paid,56.8,0.2272,0.004
MDM004317,2025-06-29,SCH0368,Goyal Mill,Atta,16.1,KG,483,Pending,16.1,483.0,29.999999999999996
MDM003181,2025-12-12,SCH0163,Singh Agro,Rice,42800,grams,1712,Paid,42.8,1712.0,40.0
MDM001423,2025-08-22,SCH0331,Singh Brothers,Rice,0.8059999999999999,50kg Bags,"₹1,612",Paid,40.3,1612.0,40.0
MDM008276,2025-01-04,S0472,Goyal Mill,Wheat,31,Kgs,Rs. 930,Paid,31.0,0.93,0.030000000000000002
MDM004558,2025-10-29,SCH0312,Kumar & Co.,Wheat,18.4 kg,,552,Paid,18.4,552.0,30.000000000000004
MDM007813,2025-05-28,SCH0197,Sharma Traders,Pulses,24.3,kg,,Pending,24.3,0.0,0.0
MDM006298,2026-02-17,SCH0187,Goyal Enterprises,Atta,,,1287,Pending,0.0,1287.0,0.0
MDM009061,2025-10-08,SCH0018,Goyal Mill,Rice,0.464,bags,₹928,Pending,23.200000000000003,928.0,39.99999999999999
MDM011981,2025-08-11,SCH0008,S. Agro Works,Rice,29.9,KGS,1196,Pending,29.9,1196.0,40.0
MDM001133,2025-12-18,SCH0160,Goyal Rice Mill,Atta,56.1,KGS,,Paid,56.1,0.0,0.0
MDM006243,2025-05-24,SCH0308,Goyal Enterprises,Rice,0.544,bags,"1,088/-",Pending,27.200000000000003,1088.0,39.99999999999999
MDM009384,2025-08-30,SCH0448,Kumar Supplies,Rice,45.9,KG,"Rs. 1,836",Pending,45.9,0.1836,0.004
MDM011571,2025-11-07,SCH0319,Goyal Enterprises,Rice,20.5,KG,₹820,Pending,20.5,820.0,40.0
MDM007424,2026-08-03,SCH0380,S. Agro Works,Wheat,1.038,Bori,"Rs. 1,557",Pending,51.9,0.1557,0.003
MDM009010,2025-04-01,SCH0035,Sharma Traders,Edible Oil,,,"4,764/-",Pending,0.0,4764.0,0.0
MDM008914,2025-12-09,SCH0368,Goyal Mill,Rice,20.3,KGS,Rs. 812,Paid,20.3,0.812,0.04
MDM005521,2026-08-01,SCH0429,Sharma Traders,Rice,42.7,KGS,"Rs. 1,708",Pending,42.7,0.1708,0.004
MDM010750,2025-09-09,SCH0217,S. Agro Works,Rice,49300,grams,1972,Pending,49.3,1972.0,40.0
MDM009272,2025-08-09,SCH0329,Sharma Traders,Rice,0.556,bags,1112,Paid,27.800000000000004,1112.0,39.99999999999999
MDM003787,2025-11-04,SCH0518,Sharma Traders,Edible Oil,0.402,bags,"Rs. 2,412",Pending,20.1,0.2412,0.011999999999999999
MDM009203,2025-05-18,SCH0081,Sharma Traders,Lentils,13600,g,"1,224/-",Pending,13.6,1224.0,90.0
MDM008346,2025-08-11,SCH0302,S. Agro Works,Pulses,53.5,KG,4815,Pending,53.5,4815.0,90.0
MDM002162,2025-12-14,SCH0217,Sharma Traders,Wheat,0.594,50kg Bags,891,Pending,29.7,891.0,30.0
MDM003009,2025-07-02,S0352,Singh Brothers,Wheat,39.7 kg,,"Rs. 1,191",Paid,39.7,0.1191,0.0029999999999999996
MDM001106,2025-10-05,SCH0424,Sharma Traders,Lentils,1.18,Bags,5310,Pending,59.0,5310.0,90.0
MDM010776,2025-05-07,SCH0522,Goyal Mill,Edible Oil,1.028,Sacks,6168,Paid,51.4,6168.0,120.0
MDM000693,2026-01-08,0539,Singh Agro,Wheat,12.5,KG,375,Paid,12.5,375.0,30.0
MDM004957,2025-08-29,SCH0188,Kumar & Co.,Pulses,,,1565,Pending,0.0,1565.0,0.0
MDM008308,2025-09-12,SCH0120,Kumar General Store,Edible Oil,42.6 kg,,5112,Pending,42.6,5112.0,120.0
MDM004370,2025-04-24,SCH0044,Goyal Rice Mill,Rice,19.7,KG,₹788,Pending,19.7,788.0,40.0
MDM002766,2025-08-24,SCH0405,Sharma Traders,Wheat,1.1,50kg Bags,"1,650/-",Pending,55.00000000000001,1650.0,29.999999999999996
MDM003930,2025-12-09,SCH0342,Sharma Traders,Pulses,17500,g,"Rs. 1,575",Paid,17.5,0.1575,0.009
MDM010816,2025-09-04,SCH0274,Singh Agro,Lentils,1.022,Sacks,"4,599/-",Paid,51.1,4599.0,90.0
MDM007779,2025-12-26,SCH0252,Sharma Traders,Edible Oil,56.8 kg,,6816,Pending,56.8,6816.0,120.0
MDM000629,2025-07-15,SCH0443,Kumar Supplies,Rice,0.612,Bags,1224,Paid,30.599999999999998,1224.0,40.0
MDM002452,2025-11-21,SCH0575,Goyal Rice Mill,Pulses,29,KG,"₹2,610",Paid,29.0,2610.0,90.0
MDM003825,2025-08-20,SCH0227,Goyal Mill,Edible Oil,37.2,Kgs,4464,Paid,37.2,4464.0,119.99999999999999
MDM011084,2025-04-23,SCH0473,Goyal Enterprises,Pulses,,,"₹2,448",Paid,0.0,2448.0,0.0
MDM003744,2025-11-24,SCH0549,Goyal Mill,Pulses,0.904,50kg Bags,"Rs. 4,068",Paid,45.2,0.4068,0.009
MDM002177,2025-11-03,SCH0019,S. Agro Works,Pulses,50500,grams,"4,545/-",Paid,50.5,4545.0,90.0
MDM006690,2026-01-19,SCH0076,Sharma Traders,Rice,,,"₹1,100",Pending,0.0,1100.0,0.0
MDM003319,2025-09-19,SCH0029,Kumar & Co.,Edible Oil,57.4 kg,,6888,Paid,57.4,6888.0,120.0
MDM008979,2025-05-29,SCH0079,Kumar & Co.,Rice,50.6,Kgs,2024,Pending,50.6,2024.0,40.0
MDM007433,2025-08-16,SCH0024,Kumar Supplies,Rice,,,,Pending,0.0,0.0,0.0
MDM002788,2025-07-27,SCH0297,Goyal Mill,Rice,0.304,Sacks,608,Pending,15.2,608.0,40.0
MDM001197,2026-02-20,SCH0281,Kumar General Store,Rice,30.5,KGS,"1,220/-",Pending,30.5,1220.0,40.0
MDM001677,2026-03-21,S0129,Sharma Traders,Edible Oil,0.902,50kg Bags,"Rs. 5,412",Paid,45.1,0.5412,0.012
MDM003948,2026-03-17,SCH0305,Kumar Supplies,Pulses,27.9 kg,,"2,511/-",Pending,27.9,2511.0,90.0
MDM007619,2026-03-19,SCH0196,S. Agro Works,Edible Oil,48.3,KG,5796,Pending,48.3,5796.0,120.0
MDM004445,2025-10-26,SCH0584,Sharma Traders,Wheat,,,654,Pending,0.0,654.0,0.0
MDM005723,2025-04-12,SCH0428,Kumar Supplies,Wheat,49.5,kg,1485,Pending,49.5,1485.0,30.0
MDM010469,2025-05-20,SCH0316,Sharma Traders,Rice,36100,Grams,,Paid,36.1,0.0,0.0
MDM002370,2026-01-26,S0277,Singh Brothers,Lentils,16500,grams,"Rs. 1,485",Paid,16.5,0.1485,0.009
MDM004968,2026-03-19,0114,Singh Agro,Pulses,10.8,kg,Rs. 972,Pending,10.8,0.972,0.09
MDM002218,2025-05-23,S0339,Singh Brothers,Edible Oil,46.6 kg,,5592,Pending,46.6,5592.0,120.0
MDM008149,2025-12-08,0054,Goyal Enterprises,Edible Oil,19.7,Kgs,"₹2,364",Pending,19.7,2364.0,120.0
MDM003327,2025-05-22,SCH0402,Singh Brothers,Edible Oil,50.8,KG,6096,Paid,50.8,6096.0,120.0
MDM011898,2026-06-02,SCH0127,Goyal Mill,Rice,45.1 kg,,"₹1,804",Paid,45.1,1804.0,40.0
MDM003584,2025-07-10,SCH0528,Singh Agro,Pulses,41.9,KG,"₹3,771",Paid,41.9,3771.0,90.0
MDM003620,2025-01-07,0371,Singh Agro,Wheat,,,,Pending,0.0,0.0,0.0
MDM006218,2026-02-20,SCH0225,Kumar Supplies,Edible Oil,0.716,50kg Bags,"₹4,296",Pending,35.8,4296.0,120.00000000000001
MDM002469,2026-01-07,SCH0219,S. Agro Works,Atta,,,1047,Paid,0.0,1047.0,0.0
MDM008278,2026-05-01,SCH0325,S. Agro Works,Rice,0.404,50kg Bags,808,Pending,20.200000000000003,808.0,39.99999999999999
MDM010451,2025-10-11,S0506,Kumar General Store,Wheat,46700,g,1401,Paid,46.7,1401.0,29.999999999999996
MDM005974,2025-04-07,0355,Goyal Mill,Edible Oil,,,"₹2,376",Pending,0.0,2376.0,0.0
MDM003668,2025-06-14,SCH0088,Kumar General Store,Pulses,19300,g,"Rs. 1,737",Pending,19.3,0.1737,0.009
MDM005159,2026-03-23,SCH0569,Sharma Traders,Rice,0.6,bags,"Rs. 1,200",Pending,30.0,0.12,0.004
MDM007595,2025-05-31,SCH0293,Singh Agro,Pulses,17.6,KGS,"₹1,584",Paid,17.6,1584.0,89.99999999999999
MDM006977,2025-09-19,SCH0238,Goyal Enterprises,Wheat,48.1,Kgs,"Rs. 1,443",Paid,48.1,0.1443,0.003
MDM003424,2025-12-17,SCH0283,Kumar Supplies,Lentils,1.066,Sacks,4797,Pending,53.300000000000004,4797.0,89.99999999999999
MDM008200,2026-02-26,0100,Kumar Supplies,Rice,39800,g,,Paid,39.8,0.0,0.0
MDM002410,2025-05-11,SCH0458,Sharma Traders,Wheat,20.4,kg,Rs. 612,Paid,20.4,0.612,0.030000000000000002
MDM003213,2025-03-08,SCH0139,Sharma Traders,Edible Oil,56.7 kg,,6804,Pending,56.7,6804.0,120.0
MDM010576,2025-06-15,SCH0494,Sharma Traders,Wheat,,,588,Pending,0.0,588.0,0.0
MDM005367,2026-01-23,SCH0057,Kumar & Co.,Pulses,45.9,kg,"Rs. 4,131",Pending,45.9,0.4131,0.009000000000000001
MDM009570,2025-07-18,SCH0391,Kumar Supplies,Wheat,55.4 kg,,"₹1,662",Pending,55.4,1662.0,30.0
MDM006594,2025-06-11,SCH0468,Singh Agro,Pulses,0.202,Sacks,909,Paid,10.100000000000001,909.0,89.99999999999999
MDM002896,2025-08-31,SCH0106,Sharma Traders,Wheat,37700,grams,1131,Paid,37.7,1131.0,29.999999999999996
MDM011717,2025-04-14,SCH0531,Sharma Traders,Rice,0.7759999999999999,bags,"Rs. 1,552",Pending,38.8,0.1552,0.004
MDM011377,2025-10-27,SCH0259,Goyal Mill,Wheat,0.992,Bori,"Rs. 1,488",Paid,49.6,0.1488,0.0029999999999999996
MDM003643,2025-06-09,SCH0445,Sharma Traders,Pulses,,,3896,Paid,0.0,3896.0,0.0
MDM009119,2025-10-04,SCH0507,Kumar General Store,Edible Oil,17.5,KG,2100,Paid,17.5,2100.0,120.0
MDM010363,2025-12-03,SCH0427,Goyal Rice Mill,Lentils,29.1,kg,"2,619/-",Pending,29.1,2619.0,90.0
