procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status
MDM005411,2025-06-15,SCH0474,Sharma & Sons,Rice,50.1,KG,2004,Paid
MDM008334,2026-03-05,SCH0587,Kumar General Store,oil,42.7,KG,5124,Paid
MDM002801,2025-11-01,SCH0245,Sharma Traders,oil,,,6444,
MDM007617,2025-05-04,SCH0145,Kumar & Co.,Rice,55.8,KG,2232,Paid
MDM011050,2026-03-03,SCH0118,Goyal Mill,Cooking Oil,,,,Pending
MDM007816,2025-07-29,SCH0354,S. Agro Works,Rice,26.8,KG,1072,Pending
MDM004379,2026-03-05,SCH0391,S. Agro Works,Wheat,32.4,KG,,Paid
MDM008922,2025-11-14,SCH0077,Singh Brothers,Dal,30.8,KG,2772,Pending
MDM009834,2026-02-24,SCH0497,Sharma Traders Pvt Ltd,oil,,,4380,Pending
MDM006717,2025-11-30,SCH0421,Singh Brothers,Rice,,,,Pending
MDM003737,2026-01-02,SCH0472,Goyal Enterprises,Rice,,,2168,
MDM002262,2026-01-03,SCH0312,Goyal Enterprises,Dal,,,2970,Paid
MDM007430,2025-04-11,SCH0300,Sharma & Sons,Dal,22.1,KG,1989,Due
MDM004006,2025-08-26,SCH0530,Sharma Traders Pvt Ltd,Rice,39700.0,G,1588,Pending
MDM009303,2025-12-03,SCH0034,Goyal Rice Mill,oil,0.35,BAG,2100,Paid
MDM002395,2026-03-24,SCH0123,Sharma Traders,Mustard Oil,0.212,BAG_50KG,1272,Pending
MDM001186,2025-04-23,SCH0306,Goyal Enterprises,Dal,10.7,KG,963,Due
MDM002008,2025-08-13,SCH0521,Sharma Traders,Cooking Oil,26500.0,G,3180,Paid
MDM000194,2025-07-25,SCH0599,Sharma & Sons,Rice,0.48,BAG_50KG,960,Due
MDM008771,2025-06-03,SCH0228,Singh Brothers,Rice,36400.0,G,1456,Paid
MDM005526,2026-01-16,SCH0421,Singh Agro,Mustard Oil,36.2,KG,4344,Due
MDM000772,2026-03-09,SCH0508,Kumar Supplies,Cooking Oil,26000.0,G,3120,
MDM001479,2026-01-10,SCH0247,Goyal Rice Mill,Mustard Oil,,,2148,Pending
MDM001847,2025-10-05,SCH0431,Singh Brothers,Rice,,,992,Cleared
MDM003741,2025-05-07,SCH0217,Sharma Traders,Mustard Oil,1.138,BAG,6828,Paid
MDM007987,2026-03-15,SCH0466,Sharma Traders,Mustard Oil,0.424,BAG,2544,Due
MDM000406,2025-12-19,SCH0221,Singh Brothers,Mustard Oil,52.6,KG,6312,Cleared
MDM011788,2025-09-15,SCH0209,Sharma & Sons,Rice,0.312,SACK,624,
MDM010564,2025-04-15,SCH0521,Singh Agro,Rice,19.9,KG,796,Paid
MDM006318,2025-04-26,SCH0050,Kumar General Store,Mustard Oil,38.9,KG,4668,Pending
MDM006582,2025-07-13,SCH0452,Sharma & Sons,Wheat,,,1212,Due
MDM001448,2025-11-09,SCH0341,Kumar Supplies,Dal,0.83,SACK,3735,Pending
MDM000343,2025-04-12,SCH0072,Singh Agro,Mustard Oil,37400.0,G,4488,Pending
MDM007469,2025-08-11,SCH0194,Kumar Supplies,Rice,,,760,Paid
MDM000728,2026-03-17,SCH0556,Kumar General Store,Wheat,,,462,Paid
MDM004578,2025-10-18,SCH0407,Singh Brothers,Wheat,0.526,SACK,789,Pending
MDM009169,2026-03-20,SCH0128,Kumar Supplies,Dal,0.314,BAG_50KG,1413,Due
MDM009251,2025-09-17,SCH0018,Singh Brothers,Dal,43900.0,G,3951,Due
MDM003517,2025-04-04,SCH0455,Singh Brothers,Wheat,0.402,BAG,603,
MDM010981,2025-06-09,SCH0347,Sharma Traders,oil,20.4,KG,2448,Cleared
MDM009970,2025-07-19,SCH0083,Sharma & Sons,Rice,52.8,KG,2112,Cleared
MDM007157,2026-01-02,SCH0447,Goyal Enterprises,Cooking Oil,0.266,BAG,1596,Pending
MDM007852,2025-05-01,SCH0046,Sharma & Sons,Dal,,,1170,Paid
MDM001349,2025-07-13,SCH0130,Kumar General Store,Rice,23.7,KG,948,Paid
MDM000661,2026-01-01,SCH0161,Goyal Mill,Rice,57.1,KG,2284,Pending
MDM001493,2025-05-31,SCH0542,Sharma Traders,Rice,,,1836,Paid
MDM010535,2025-07-15,SCH0303,Goyal Enterprises,Rice,24.0,KG,960,Due
MDM005155,2025-04-25,SCH0451,Sharma & Sons,Rice,0.684,BAG_50KG,1368,Pending
MDM011842,2025-05-26,SCH0197,Goyal Rice Mill,Wheat,,,543,Pending
MDM009278,2025-09-13,SCH0567,Singh Brothers,oil,,,2328,Pending
MDM002525,2026-01-11,SCH0334,Singh Agro,Rice,,,1028,Paid
MDM011125,2025-07-11,SCH0240,Kumar Supplies,Mustard Oil,,,5112,Pending
MDM010497,2025-07-04,SCH0536,Kumar & Co.,Dal,,,1728,Paid
MDM005375,2025-07-15,SCH0092,Kumar Supplies,Atta,37900.0,G,1137,Cleared
MDM003199,2025-06-18,SCH0447,Goyal Enterprises,Mustard Oil,37.1,KG,4452,Paid
MDM005718,2025-04-08,SCH0312,Singh Brothers,Dal,11.9,KG,,Pending
MDM009419,2026-02-23,SCH0047,Kumar Supplies,oil,53.8,KG,6456,Paid
MDM011236,2025-06-30,SCH0562,Sharma Traders Pvt Ltd,Wheat,,,657,Paid
MDM010160,2025-04-15,SCH0461,Sharma Traders,Dal,53.4,KG,4806,Cleared
MDM008260,2025-10-04,SCH0357,Sharma Traders Pvt Ltd,Rice,49800.0,G,1992,Cleared
MDM009938,2025-09-06,SCH0550,Singh Brothers,Mustard Oil,,,4332,Paid
MDM000041,2026-03-05,SCH0302,Kumar & Co.,Cooking Oil,,,3216,Due
MDM011539,2025-06-15,SCH0093,Singh Brothers,Wheat,54.8,KG,1644,Pending
MDM006817,2026-01-12,SCH0264,Goyal Mill,Rice,0.778,SACK,1556,Cleared
MDM011347,2025-04-12,SCH0494,Singh Agro,Rice,0.296,BORI,592,Pending
MDM010086,2025-05-02,SCH0394,Goyal Enterprises,Dal,,,1737,Paid
MDM002724,2026-01-19,SCH0491,Goyal Rice Mill,Atta,,,,Cleared
MDM011346,2025-07-18,SCH0527,Goyal Rice Mill,Dal,,,1944,Pending
MDM010595,2025-12-02,SCH0136,Goyal Mill,Mustard Oil,28.1,KG,3372,Paid
MDM009336,2025-06-30,SCH0326,Goyal Mill,Rice,,,1936,Due
MDM007156,2026-02-25,SCH0097,Goyal Enterprises,oil,,,5724,
MDM009501,2025-05-19,SCH0505,S. Agro Works,Rice,0.254,BAG_50KG,508,
MDM011391,2025-04-22,SCH0472,Goyal Mill,Dal,26900.0,G,2421,Paid
MDM007231,2026-03-09,SCH0309,Singh Agro,oil,0.298,SACK,1788,Due
MDM005076,2025-07-13,SCH0215,Kumar Supplies,Wheat,36300.0,G,1089,Paid
MDM007881,2025-08-13,SCH0499,Goyal Enterprises,Dal,0.296,BAG,1332,Due
MDM005395,2025-05-19,SCH0083,S. Agro Works,Rice,,,2168,Due
MDM010566,2025-12-23,SCH0318,Goyal Enterprises,Atta,27300.0,G,819,Pending
MDM007790,2025-12-05,SCH0045,Goyal Mill,Atta,,,1437,Pending
MDM011537,2025-10-31,SCH0109,Sharma Traders,Atta,0.96,BAG,1440,Pending
MDM004089,2026-03-30,SCH0284,Sharma & Sons,Dal,45100.0,G,4059,
MDM001968,2026-03-17,SCH0461,Sharma Traders,Wheat,56700.0,G,1701,
MDM011098,2025-04-27,SCH0176,Sharma Traders Pvt Ltd,Wheat,0.8320000000000001,SACK,,Paid
MDM010876,2025-08-02,SCH0466,Sharma Traders Pvt Ltd,Wheat,,,1209,Due
MDM011856,2025-08-31,SCH0034,Kumar General Store,Mustard Oil,,,1668,Pending
MDM007000,2025-09-06,SCH0399,Kumar Supplies,Wheat,,,408,Paid
MDM000424,2025-04-14,SCH0068,Kumar Supplies,Wheat,,,1728,
MDM011447,2025-08-04,SCH0091,Kumar General Store,Dal,,,4626,Due
MDM011746,2026-02-19,SCH0544,Sharma Traders,Rice,0.9640000000000001,BAG,1928,Pending
MDM010597,2025-09-13,SCH0220,Goyal Rice Mill,Mustard Oil,,,1788,Due
MDM006143,2025-09-03,SCH0247,Singh Brothers,Wheat,28.4,KG,852,Due
MDM005662,2026-02-04,SCH0081,Sharma Traders Pvt Ltd,Cooking Oil,17600.0,G,2112,Pending
MDM009032,2026-01-07,SCH0394,Goyal Enterprises,Mustard Oil,0.406,BAG_50KG,2436,Pending
MDM004597,2025-07-29,SCH0571,Kumar Supplies,Mustard Oil,55700.0,G,6684,Paid
MDM002660,2025-11-13,SCH0578,Sharma Traders,oil,57800.0,G,6936,
MDM000142,2025-05-03,SCH0138,Kumar Supplies,oil,0.802,SACK,4812,Pending
MDM002598,2026-01-12,SCH0415,Goyal Rice Mill,Atta,,,531,Cleared
MDM006702,2026-01-07,SCH0351,Goyal Mill,Mustard Oil,51500.0,G,6180,
MDM001378,2025-07-29,SCH0085,Kumar & Co.,Cooking Oil,,,1776,
MDM003675,2025-04-06,SCH0231,Kumar & Co.,Dal,,,4500,Paid
MDM006363,2025-04-06,SCH0506,S. Agro Works,Dal,10800.0,G,972,Pending
MDM011568,2025-11-25,SCH0449,Kumar Supplies,Rice,49.8,KG,1992,Paid
MDM004742,2025-09-07,SCH0359,Kumar & Co.,Atta,0.904,BORI,1356,Paid
MDM001139,2025-09-04,SCH0368,Goyal Mill,Dal,,,3132,Paid
MDM007375,2025-06-15,SCH0357,Sharma & Sons,Rice,26.8,KG,1072,Pending
MDM001788,2026-03-09,SCH0355,Goyal Rice Mill,oil,17.0,KG,2040,Paid
MDM009925,2026-01-31,SCH0377,Goyal Mill,Dal,0.502,BORI,2259,
MDM004647,2025-07-09,SCH0254,Sharma Traders Pvt Ltd,Rice,,,1932,Cleared
MDM007569,2025-05-06,SCH0370,Kumar Supplies,Mustard Oil,,,6264,Pending
MDM000460,2026-01-20,SCH0580,Sharma & Sons,Rice,1.07,BAG,2140,Pending
MDM006116,2025-05-24,SCH0150,S. Agro Works,Dal,15100.0,G,,Pending
MDM008180,2026-03-27,SCH0383,Sharma Traders Pvt Ltd,oil,0.236,BAG_50KG,1416,Cleared
MDM000949,2025-08-12,SCH0090,Sharma Traders Pvt Ltd,Wheat,0.672,BAG,1008,Paid
MDM006371,2026-02-13,SCH0481,Sharma & Sons,Mustard Oil,0.654,BORI,3924,
MDM004629,2025-04-14,SCH0132,S. Agro Works,Rice,42.9,KG,1716,Paid
MDM007359,2026-01-25,SCH0043,Goyal Rice Mill,Rice,23.3,KG,932,Paid
MDM005926,2025-05-28,SCH0163,Goyal Rice Mill,Cooking Oil,,,5784,Pending
MDM006041,2026-02-08,SCH0358,Singh Agro,Rice,28.7,KG,1148,Paid
MDM000442,2025-05-21,SCH0428,Goyal Mill,Rice,59100.0,G,2364,Pending
MDM006660,2025-11-13,SCH0410,Goyal Enterprises,Rice,19.4,KG,776,Paid
MDM008832,2026-01-03,SCH0330,S. Agro Works,Mustard Oil,39.4,KG,4728,Pending
MDM009047,2026-01-14,SCH0223,Goyal Enterprises,Wheat,36.0,KG,1080,Paid
MDM003831,2025-07-26,SCH0188,Singh Brothers,Wheat,,,1191,Paid
MDM011607,2025-06-11,SCH0178,Goyal Mill,Mustard Oil,46.1,KG,5532,
MDM006145,2025-05-21,SCH0419,S. Agro Works,Dal,,,4347,Paid
MDM011174,2026-02-09,SCH0519,Sharma Traders,Atta,59.2,KG,1776,Due
MDM006345,2025-06-13,SCH0261,Goyal Rice Mill,Wheat,,,792,Cleared
MDM001959,2025-08-10,SCH0341,Goyal Mill,Rice,0.8140000000000001,SACK,1628,Cleared
MDM009263,2026-02-08,SCH0230,Sharma & Sons,Mustard Oil,0.214,BAG,1284,Due
MDM000156,2025-09-18,SCH0286,Sharma Traders Pvt Ltd,Rice,41.9,KG,1676,
MDM009849,2025-05-18,SCH0021,Goyal Enterprises,oil,37500.0,G,4500,Pending
MDM004579,2025-12-06,SCH0121,Goyal Enterprises,Wheat,11.0,KG,330,
MDM001090,2025-08-28,SCH0007,Sharma & Sons,Dal,,,2502,Paid
MDM006050,2026-01-21,SCH0364,Singh Agro,Wheat,,,1326,Pending
MDM011308,2025-05-14,SCH0459,Sharma Traders Pvt Ltd,Rice,24800.0,G,992,Due
MDM009123,2025-08-09,SCH0487,Goyal Rice Mill,Wheat,,,1473,Cleared
MDM007951,2025-10-24,SCH0583,Sharma Traders Pvt Ltd,Cooking Oil,0.324,SACK,1944,Pending
MDM001675,2025-06-11,SCH0366,Sharma Traders Pvt Ltd,Dal,0.94,BAG_50KG,4230,Pending
MDM006764,2025-12-23,SCH0265,Singh Brothers,Wheat,0.67,SACK,1005,Paid
MDM010350,2025-10-24,SCH0176,Kumar & Co.,Dal,0.324,BAG,1458,Paid
MDM006417,2025-10-10,SCH0162,Sharma Traders Pvt Ltd,Dal,52.4,KG,4716,Pending
MDM011819,2026-02-05,SCH0055,Goyal Mill,Dal,58.3,KG,,Paid
MDM002327,2026-02-12,SCH0566,Sharma & Sons,Mustard Oil,47.5,KG,5700,Due
MDM007097,2026-01-29,SCH0348,Singh Agro,Rice,,,1384,Pending
MDM009729,2025-11-16,SCH0122,Goyal Enterprises,oil,18500.0,G,2220,Pending
MDM006451,2026-01-13,SCH0123,Sharma & Sons,Dal,,,3924,Due
MDM001716,2025-06-13,SCH0504,Singh Brothers,Wheat,47.1,KG,1413,Pending
MDM009173,2025-04-21,SCH0074,Kumar General Store,Mustard Oil,,,6600,Due
MDM008382,2025-08-12,SCH0361,Kumar & Co.,Wheat,0.9620000000000001,SACK,1443,
MDM009434,2025-06-18,SCH0083,Sharma Traders Pvt Ltd,Wheat,0.448,BORI,672,Pending
MDM003832,2026-02-26,SCH0411,Kumar General Store,oil,0.62,SACK,3720,
MDM006300,2026-01-21,SCH0259,Goyal Rice Mill,Mustard Oil,24.6,KG,2952,Paid
MDM003349,2025-06-27,SCH0120,Kumar General Store,Dal,28900.0,G,2601,Due
MDM011761,2025-06-24,SCH0429,Kumar General Store,Dal,,,4302,Pending
MDM009178,2025-11-29,SCH0560,Sharma & Sons,Rice,0.652,SACK,1304,Paid
MDM000588,2026-01-26,SCH0561,Kumar & Co.,Wheat,0.25,BAG_50KG,375,Pending
MDM009347,2025-07-23,SCH0556,Goyal Enterprises,Rice,48.6,KG,1944,Paid
MDM011765,2025-05-02,SCH0297,Goyal Enterprises,Dal,0.642,BORI,2889,Cleared
MDM002991,2025-06-13,SCH0380,Singh Agro,Cooking Oil,55500.0,G,6660,Pending
MDM011463,2025-10-23,SCH0521,Sharma & Sons,Mustard Oil,,,6204,Due
MDM010146,2025-04-30,SCH0134,Singh Agro,Wheat,,,606,Paid
MDM010956,2025-10-31,SCH0598,Kumar & Co.,Wheat,11200.0,G,336,
MDM000265,2025-07-30,SCH0397,Sharma & Sons,oil,0.532,BAG,3192,Paid
MDM009754,2025-10-18,SCH0500,S. Agro Works,Atta,0.948,BORI,1422,Due
MDM006789,2026-02-19,SCH0448,Goyal Enterprises,Wheat,1.17,SACK,1755,Paid
MDM010518,2025-07-12,SCH0028,Goyal Enterprises,Rice,,,488,Pending
MDM003865,2026-01-26,SCH0598,Sharma Traders Pvt Ltd,Wheat,,,1605,Cleared
MDM006275,2026-01-01,SCH0576,Kumar & Co.,Wheat,58.6,KG,1758,Pending
MDM003712,2025-08-25,SCH0591,Sharma & Sons,Atta,20.0,KG,600,Pending
MDM008439,2026-03-14,SCH0582,Sharma Traders Pvt Ltd,Wheat,12500.0,G,375,Cleared
MDM001530,2025-06-10,SCH0413,Goyal Rice Mill,Mustard Oil,0.816,BAG,4896,Pending
MDM000924,2025-10-03,SCH0063,Goyal Rice Mill,Rice,0.924,SACK,1848,
MDM009713,2025-05-03,SCH0463,Goyal Rice Mill,Dal,0.9520000000000001,BORI,4284,Cleared
MDM007330,2026-02-15,SCH0232,Goyal Enterprises,Dal,50300.0,G,4527,Pending
MDM004365,2025-12-12,SCH0344,Sharma & Sons,Rice,44.1,KG,1764,Paid
MDM000670,2025-09-16,SCH0475,Sharma Traders Pvt Ltd,Rice,,,860,Pending
MDM003605,2025-04-20,SCH0148,Singh Agro,Wheat,18.7,KG,561,Paid
MDM005109,2026-02-03,SCH0574,Goyal Enterprises,Rice,,,1392,Due
MDM011119,2025-04-29,SCH0323,S. Agro Works,Rice,35800.0,G,1432,Cleared
MDM005249,2025-11-11,SCH0044,Goyal Mill,Rice,43.9,KG,1756,Paid
MDM007184,2025-04-17,SCH0167,Kumar Supplies,Dal,34.8,KG,,
MDM002592,2025-05-24,SCH0283,Goyal Rice Mill,Wheat,,,1677,Pending
MDM005907,2026-02-12,SCH0084,Goyal Enterprises,Mustard Oil,38.4,KG,4608,Due
MDM006510,2025-10-21,SCH0491,Kumar General Store,Rice,,,2304,Paid
MDM007134,2026-02-06,SCH0348,Goyal Enterprises,Dal,,,2403,Due
MDM002308,2025-10-23,SCH0426,Sharma & Sons,Wheat,51.5,KG,1545,Paid
MDM008805,2025-05-21,SCH0490,Kumar & Co.,Dal,42.2,KG,3798,Due
MDM003691,2025-10-26,SCH0573,Goyal Rice Mill,Dal,,,5211,Pending
MDM000688,2025-12-13,SCH0118,Sharma Traders,Rice,14200.0,G,568,
MDM000613,2025-11-14,SCH0123,Goyal Enterprises,oil,,,5712,
MDM007168,2025-09-03,SCH0542,Singh Agro,Dal,40400.0,G,3636,Pending
MDM009765,2026-03-28,SCH0288,Sharma Traders Pvt Ltd,Dal,0.8540000000000001,BAG,3843,Due
MDM003201,2026-01-15,SCH0588,Sharma Traders,Wheat,23100.0,G,693,Cleared
MDM006630,2025-08-19,SCH0346,Goyal Enterprises,Dal,50500.0,G,4545,Cleared
MDM004136,2026-02-03,SCH0335,Sharma Traders,Wheat,,,1347,Paid
MDM001899,2025-10-18,SCH0342,Sharma & Sons,Dal,15.2,KG,1368,
MDM000283,2025-04-23,SCH0570,Sharma & Sons,Rice,,,1668,Pending
MDM000259,2026-01-19,SCH0287,Sharma & Sons,Wheat,,,861,Due
MDM011645,2025-07-07,SCH0553,Singh Agro,oil,,,1872,Cleared
MDM004944,2025-12-31,SCH0061,Goyal Enterprises,Mustard Oil,,,3792,Paid
MDM002823,2025-09-26,SCH0281,Kumar Supplies,Rice,21.1,KG,844,Pending
MDM003526,2025-07-10,SCH0448,Kumar & Co.,Dal,,,1809,Paid
MDM011937,2025-05-01,SCH0582,Singh Brothers,Rice,,,1808,Cleared
MDM005224,2026-01-04,SCH0486,Kumar General Store,Rice,0.748,BORI,1496,Pending
MDM002286,2026-03-11,SCH0571,Sharma Traders,Dal,34.8,KG,3132,Cleared
MDM006064,2025-08-20,SCH0024,Singh Agro,Dal,15700.0,G,,Due
MDM008079,2025-09-13,SCH0312,Kumar & Co.,Atta,20100.0,G,603,Pending
MDM004655,2025-05-09,SCH0255,Singh Agro,oil,46700.0,G,5604,Cleared
MDM005001,2026-02-04,SCH0218,Kumar & Co.,Mustard Oil,44.4,KG,,Pending
MDM006711,2026-02-02,SCH0583,Kumar Supplies,oil,33.5,KG,4020,Pending
MDM011523,2025-07-17,SCH0023,Goyal Rice Mill,Wheat,,,798,Paid
MDM008677,2026-01-26,SCH0439,Singh Brothers,oil,,,5976,Paid
MDM005417,2025-07-20,SCH0038,Kumar General Store,oil,,,2400,
MDM000476,2025-10-10,SCH0591,Goyal Mill,Cooking Oil,,,3000,
MDM002556,2026-03-14,SCH0353,Goyal Rice Mill,Rice,13200.0,G,528,
MDM008088,2025-12-13,SCH0054,Kumar Supplies,Dal,26800.0,G,2412,Cleared
MDM000008,2025-09-02,SCH0392,Kumar Supplies,Wheat,52.2,KG,1566,Cleared
MDM006412,2026-03-13,SCH0008,Singh Brothers,Rice,0.382,BORI,764,Pending
MDM011317,2026-03-30,SCH0374,Sharma & Sons,oil,0.34,BAG,,Paid
MDM011008,2025-08-12,SCH0134,Goyal Enterprises,Rice,31.5,KG,1260,Pending
MDM005547,2025-12-13,SCH0421,Sharma Traders Pvt Ltd,Dal,0.456,BAG,2052,Pending
MDM002427,2026-01-05,SCH0151,Singh Brothers,Dal,32.1,KG,2889,
MDM006745,2026-01-16,SCH0594,Kumar & Co.,Wheat,,,1068,Paid
MDM011900,2026-02-01,SCH0590,S. Agro Works,Dal,,,1611,Due
MDM002275,2025-11-08,SCH0012,Goyal Rice Mill,Dal,51800.0,G,4662,Paid
MDM009204,2026-02-18,SCH0497,Singh Brothers,Rice,1.074,BAG_50KG,2148,Pending
MDM001578,2025-12-30,SCH0486,Sharma & Sons,Rice,,,804,Cleared
MDM007265,2025-04-30,SCH0064,Singh Brothers,Wheat,,,513,Cleared
MDM009260,2026-01-14,SCH0534,Goyal Rice Mill,Wheat,10.4,KG,312,Paid
MDM003971,2025-10-03,SCH0501,S. Agro Works,Dal,,,962,Due
MDM005880,2025-09-22,SCH0552,Goyal Enterprises,Dal,,,4599,Paid
MDM010401,2025-04-21,SCH0007,Singh Brothers,Wheat,49.7,KG,1491,Paid
MDM011527,2025-10-27,SCH0593,Kumar & Co.,Cooking Oil,13.4,KG,1608,Pending
MDM007194,2025-04-09,SCH0119,Kumar Supplies,Wheat,0.5479999999999999,BAG,822,Due
MDM003868,2025-09-04,SCH0499,Goyal Rice Mill,Mustard Oil,,,1668,Due
MDM011634,2025-06-24,SCH0472,Goyal Rice Mill,Rice,39900.0,G,1596,
MDM006824,2025-07-28,SCH0254,Sharma Traders Pvt Ltd,Dal,,,3996,Pending
MDM007549,2026-03-13,SCH0245,S. Agro Works,Dal,57700.0,G,5193,Pending
MDM000782,2025-06-04,SCH0344,Kumar General Store,Rice,50400.0,G,2016,Pending
MDM001750,2025-10-03,SCH0404,Kumar General Store,Dal,33200.0,G,2988,Due
MDM006520,2025-09-10,SCH0555,Kumar Supplies,Rice,0.5539999999999999,BAG_50KG,1108,Pending
MDM005775,2025-06-05,SCH0389,Singh Agro,Rice,34.8,KG,1392,Pending
MDM009284,2025-07-17,SCH0380,Kumar Supplies,Rice,0.9359999999999999,BAG,1872,
MDM009370,2026-01-30,SCH0412,S. Agro Works,Dal,10.6,KG,954,Cleared
MDM002325,2025-11-12,SCH0493,Kumar Supplies,Rice,,,2328,Paid
MDM005056,2025-08-20,SCH0090,Goyal Rice Mill,Wheat,19000.0,G,570,Pending
MDM011132,2026-02-06,SCH0341,Singh Agro,Wheat,,,420,Pending
MDM001728,2025-10-20,SCH0185,Goyal Mill,Rice,40.1,KG,1604,
MDM000611,2025-12-05,SCH0526,S. Agro Works,Mustard Oil,,,1236,Cleared
MDM004667,2025-08-19,SCH0360,Sharma Traders,Wheat,50.0,KG,1500,
MDM005414,2025-05-24,SCH0073,Kumar General Store,Dal,18.6,KG,1674,Paid
MDM008104,2026-01-15,SCH0217,Kumar General Store,Mustard Oil,54.7,KG,6564,Paid
MDM008175,2025-12-02,SCH0461,Kumar General Store,Dal,,,3438,Cleared
MDM008536,2025-07-05,SCH0430,Singh Brothers,Rice,0.514,BAG_50KG,1028,Due
MDM003751,2026-01-13,SCH0125,Kumar & Co.,Rice,,,592,Pending
MDM000098,2025-05-07,SCH0105,Sharma Traders,Wheat,0.478,BAG,717,Due
MDM006986,2025-12-20,SCH0259,Kumar Supplies,Atta,20.4,KG,612,Pending
MDM003138,2025-09-08,SCH0137,Singh Brothers,Rice,40.5,KG,1620,Pending
MDM001538,2025-11-24,SCH0164,Kumar & Co.,Cooking Oil,45000.0,G,5400,Pending
MDM003649,2025-12-07,SCH0274,Kumar Supplies,Wheat,0.542,BAG,813,
MDM001518,2025-10-13,SCH0552,Singh Agro,Dal,,,2601,Cleared
MDM011554,2025-04-21,SCH0159,Sharma & Sons,Rice,,,408,Cleared
MDM004625,2025-05-05,SCH0291,Goyal Mill,Dal,0.442,BAG,1989,Pending
MDM006567,2025-11-19,SCH0209,Goyal Mill,Atta,0.448,SACK,672,Due
MDM002091,2025-09-22,SCH0574,Kumar General Store,Mustard Oil,0.5920000000000001,SACK,3552,
MDM007098,2025-06-20,SCH0053,Singh Agro,Wheat,54.6,KG,1638,Cleared
MDM006172,2025-05-17,SCH0436,Goyal Mill,oil,28.6,KG,3432,
MDM007522,2026-02-22,SCH0148,Goyal Enterprises,Rice,,,528,Paid
MDM000573,2025-05-02,SCH0560,Goyal Mill,Mustard Oil,58300.0,G,6996,Pending
MDM011201,2025-12-20,SCH0152,Goyal Enterprises,Atta,16400.0,G,492,
MDM003063,2025-10-12,SCH0172,Goyal Mill,Dal,,,3141,Cleared
MDM000598,2025-07-04,SCH0382,Kumar Supplies,Rice,34800.0,G,1392,
MDM006634,2025-04-10,SCH0210,Sharma & Sons,Rice,31400.0,G,1256,Paid
MDM011649,2025-05-05,SCH0485,Sharma & Sons,Mustard Oil,49.0,KG,5880,Pending
MDM007876,2025-04-13,SCH0285,Singh Brothers,Cooking Oil,,,2592,Due
MDM007346,2025-08-27,SCH0035,Sharma & Sons,Dal,,,,Due
MDM006305,2025-11-14,SCH0491,Sharma Traders,Rice,19600.0,G,784,Due
MDM009924,2025-06-23,SCH0438,Kumar Supplies,Rice,0.9440000000000001,BAG,1888,Paid
MDM011664,2025-04-07,SCH0254,Singh Brothers,Wheat,0.5479999999999999,SACK,822,Pending
MDM005977,2025-05-29,SCH0127,Goyal Mill,Dal,0.614,BAG,2763,Due
MDM008563,2026-01-16,SCH0044,Singh Brothers,Dal,0.214,BORI,963,
MDM001939,2025-11-10,SCH0438,Kumar & Co.,Rice,15500.0,G,620,Paid
MDM008101,2025-12-03,SCH0600,S. Agro Works,Mustard Oil,53400.0,G,6408,Pending
MDM001754,2026-01-28,SCH0598,Goyal Enterprises,Dal,18.8,KG,1692,Cleared
MDM003671,2025-10-17,SCH0516,Singh Brothers,oil,50800.0,G,6096,Paid
MDM009930,2025-07-21,SCH0415,Sharma & Sons,Mustard Oil,1.042,BORI,6252,Pending
MDM002362,2025-12-15,SCH0265,Sharma Traders Pvt Ltd,Dal,,,2241,Paid
MDM004261,2025-09-13,SCH0277,S. Agro Works,Cooking Oil,,,2676,Paid
MDM005433,2026-01-02,SCH0576,Sharma & Sons,oil,45500.0,G,5460,Due
MDM006286,2025-07-23,SCH0218,Sharma & Sons,Dal,36100.0,G,3249,Cleared
MDM009738,2025-07-13,SCH0334,Kumar General Store,Dal,0.488,BAG_50KG,2196,
MDM011696,2025-10-03,SCH0331,Kumar Supplies,Atta,28.9,KG,867,Cleared
MDM009691,2025-07-25,SCH0079,S. Agro Works,Atta,,,1287,Paid
MDM010572,2025-04-16,SCH0494,Singh Brothers,Dal,0.7120000000000001,SACK,3204,Cleared
MDM010242,2025-09-12,SCH0442,Sharma Traders Pvt Ltd,Dal,23.0,KG,2070,Cleared
MDM005592,2025-09-20,SCH0191,Kumar Supplies,Mustard Oil,17000.0,G,2040,Paid
MDM001172,2025-10-10,SCH0009,Kumar General Store,Rice,34.1,KG,,Paid
MDM007928,2025-11-25,SCH0536,Goyal Enterprises,Wheat,38.4,KG,1152,Paid
MDM009948,2026-01-23,SCH0498,Goyal Enterprises,oil,0.722,BAG,4332,
MDM009615,2025-10-10,SCH0183,Goyal Rice Mill,Rice,22.9,KG,916,Paid
MDM011555,2026-03-10,SCH0456,Sharma Traders Pvt Ltd,Rice,35800.0,G,1432,
MDM011246,2025-07-27,SCH0448,Singh Agro,Rice,42700.0,G,1708,Due
MDM011316,2026-02-02,SCH0037,Singh Brothers,Wheat,37500.0,G,1125,
MDM000875,2025-05-16,SCH0234,Kumar General Store,Wheat,0.424,BAG,636,
MDM002298,2025-11-10,SCH0104,Goyal Mill,Cooking Oil,,,,Paid
MDM011493,2025-09-05,SCH0041,Goyal Enterprises,Wheat,16800.0,G,,Paid
MDM002644,2025-07-12,SCH0462,Sharma Traders Pvt Ltd,Rice,0.526,BAG,1052,Pending
