record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by,attendance_rate,impossible_attendance_flag,proxy_attendance_flag,record_id_missing_flag
ATT0002774,2026-03-27,SCH0210,5,98,85,Present,Admin,86.73469387755102,False,False,False
ATT0013027,2025-06-23,SCH0586,1,178,160,Absent,Admin,89.8876404494382,False,False,False
ATT0012949,2026-02-18,SCH0320,7,264,225,Present,Headmaster,85.22727272727273,False,False,False
ATT0016475,2025-04-04,SCH0590,1,258,250,Present,Headmaster,96.89922480620154,False,False,False
ATT0001988,2025-05-27,SCH0585,5,281,241,Present,Clerk,85.76512455516014,False,False,False
ATT0017744,2025-05-31,SCH0354,2,179,122,Present,Class Teacher,68.15642458100558,False,False,False
ATT0007280,2025-05-19,SCH0387,4,156,99,Present,Class Teacher,63.46153846153846,False,False,False
ATT0002673,2025-06-29,SCH0433,4,111,96,Absent,Unknown,86.48648648648648,False,False,False
ATT0016261,2025-05-21,SCH0433,4,77,70,Present,Admin,90.9090909090909,False,False,False
ATT0009176,2026-01-15,SCH0459,4,136,104,Present,Admin,76.47058823529412,False,False,False
ATT0000250,2025-11-04,SCH0301,4,198,136,Present,Unknown,68.68686868686868,False,False,False
ATT0008186,2025-06-20,SCH0317,2,176,151,Present,Unknown,85.79545454545455,False,False,False
ATT0005885,2026-01-30,SCH0198,4,270,230,Present,Headmaster,85.18518518518519,False,False,False
ATT0018374,2025-10-14,SCH0438,6,180,110,Present,Admin,61.111111111111114,False,False,False
ATT0018174,2025-09-06,SCH0472,4,199,199,Present,Class Teacher,100.0,False,False,False
ATT0006590,2025-09-12,SCH0248,1,154,100,Absent,Unknown,64.93506493506493,False,False,False
ATT0013781,2025-04-26,SCH0375,3,230,218,Present,Unknown,94.78260869565217,False,False,False
ATT0016635,2025-06-15,SCH0415,6,207,207,Present,Admin,100.0,False,True,False
ATT0000628,2025-09-26,SCH0190,9,154,119,Present,Admin,77.27272727272727,False,False,False
ATT0017108,2026-03-04,SCH0001,3,156,119,Present,Class Teacher,76.28205128205127,False,False,False
ATT0013273,2025-06-03,SCH0266,4,232,205,Present,Headmaster,88.36206896551724,False,False,False
ATT0004766,2026-03-21,SCH0557,10,276,180,Unknown,Clerk,65.21739130434783,False,False,False
ATT0019169,2026-02-12,SCH0573,5,101,72,Present,Clerk,71.28712871287128,False,False,False
ATT0016513,2026-03-30,SCH0456,4,60,37,Present,Class Teacher,61.66666666666667,False,False,False
ATT0018666,2025-09-01,SCH0178,6,243,221,Present,Headmaster,90.94650205761316,False,False,False
ATT0017409,2026-02-22,SCH0253,9,174,174,Present,Admin,100.0,False,True,False
ATT0013783,2026-01-13,SCH0463,5,197,119,Present,Class Teacher,60.40609137055838,False,False,False
ATT0012428,2025-04-22,SCH0462,2,76,47,Present,Admin,61.8421052631579,False,False,False
ATT0006996,2025-10-31,SCH0492,1,191,158,Present,Class Teacher,82.72251308900523,False,False,False
ATT0018626,2025-05-07,SCH0033,2,68,60,Absent,Headmaster,88.23529411764706,False,False,False
ATT0006306,2025-08-03,SCH0413,10,56,63,Present,Unknown,,True,False,False
ATT0019338,2025-10-07,SCH0342,9,157,132,Present,Headmaster,84.07643312101911,False,False,False
ATT0017104,2026-03-07,SCH0029,2,188,164,Present,Class Teacher,87.2340425531915,False,False,False
ATT0017671,2025-08-02,SCH0262,7,99,63,Present,Unknown,63.63636363636363,False,False,False
ATT0012393,2025-09-25,SCH0151,7,169,158,Present,Headmaster,93.49112426035504,False,False,False
ATT0015473,2025-06-30,SCH0348,1,216,185,Unknown,Clerk,85.64814814814815,False,False,False
ATT0010704,2025-08-02,SCH0486,9,151,98,Present,Class Teacher,64.90066225165563,False,False,False
ATT0009221,2025-09-07,SCH0471,2,119,75,Present,Class Teacher,63.02521008403361,False,False,False
ATT0004248,2025-09-10,SCH0316,4,107,77,Present,Headmaster,71.96261682242991,False,False,False
ATT0011274,2025-09-16,SCH0136,5,94,59,Present,Clerk,62.76595744680851,False,False,False
ATT0009108,2026-01-31,SCH0118,5,182,141,Present,Unknown,77.47252747252747,False,False,False
ATT0009498,2025-10-04,SCH0372,3,271,219,Present,Admin,80.81180811808119,False,False,False
ATT0011242,2025-09-23,SCH0145,4,114,89,Absent,Clerk,78.0701754385965,False,False,False
ATT0001274,2025-11-15,SCH0452,1,232,222,Present,Headmaster,95.6896551724138,False,False,False
ATT0005699,2026-01-20,SCH0091,2,109,76,Unknown,Unknown,69.72477064220183,False,False,False
ATT0007679,2025-06-24,SCH0226,8,265,170,Present,Headmaster,64.15094339622641,False,False,False
ATT0010989,2025-03-04,SCH0067,7,62,42,Present,Admin,67.74193548387096,False,False,False
ATT0009591,2025-05-03,SCH0013,4,54,50,Absent,Headmaster,92.5925925925926,False,False,False
ATT0003359,2025-05-08,SCH0247,1,163,118,Present,Class Teacher,72.39263803680981,False,False,False
ATT0016568,2025-04-28,SCH0504,2,125,87,Unknown,Admin,69.6,False,False,False
ATT0016766,2026-03-26,SCH0333,6,143,100,Absent,Admin,69.93006993006993,False,False,False
ATT0017589,2025-06-23,SCH0543,5,152,99,Present,Unknown,65.13157894736842,False,False,False
ATT0015236,2025-04-23,SCH0475,5,91,67,Issue,Headmaster,73.62637362637363,False,False,False
ATT0006514,2025-11-25,SCH0326,4,245,228,Absent,Admin,93.06122448979592,False,False,False
ATT0016080,2026-12-03,SCH0334,2,250,176,Present,Unknown,70.39999999999999,False,False,False
ATT0004568,2025-02-12,SCH0515,1,138,138,Present,Headmaster,100.0,False,False,False
ATT0013256,2025-04-07,SCH0508,5,224,207,Present,Headmaster,92.41071428571429,False,False,False
ATT0010849,2025-07-29,SCH0042,4,279,168,Present,Unknown,60.215053763440864,False,False,False
ATT0018057,2025-09-14,SCH0282,9,140,140,Present,Headmaster,100.0,False,True,False
ATT0001962,2025-07-20,SCH0414,9,195,168,Present,Clerk,86.15384615384616,False,False,False
ATT0004993,2025-06-27,SCH0442,4,82,56,Present,Clerk,68.29268292682927,False,False,False
ATT0004892,2026-02-22,SCH0436,1,68,41,Unknown,Clerk,60.29411764705882,False,False,False
ATT0014331,2026-02-24,SCH0140,8,196,157,Present,Clerk,80.10204081632652,False,False,False
ATT0006227,2025-04-01,SCH0264,4,139,100,Absent,Class Teacher,71.94244604316546,False,False,False
ATT0017571,2025-05-07,SCH0479,1,293,212,Present,Clerk,72.35494880546075,False,False,False
ATT0001252,2025-04-18,SCH0378,9,211,189,Present,Headmaster,89.57345971563981,False,False,False
ATT0003177,2025-07-16,SCH0567,6,196,135,Present,Headmaster,68.87755102040816,False,False,False
ATT0003360,2026-01-06,SCH0480,2,95,61,Present,Class Teacher,64.21052631578948,False,False,False
ATT0000308,2025-11-27,SCH0130,6,231,164,Present,Unknown,70.995670995671,False,False,False
ATT0019356,2026-01-11,SCH0249,7,207,166,Absent,Headmaster,80.19323671497585,False,False,False
ATT0017764,2025-05-14,SCH0202,9,132,94,Present,Admin,71.21212121212122,False,False,False
ATT0012581,2026-03-31,SCH0428,3,188,182,Present,Clerk,96.80851063829788,False,False,False
ATT0019685,2025-08-19,SCH0321,2,63,41,Present,Class Teacher,65.07936507936508,False,False,False
ATT0019519,2025-07-24,SCH0549,4,77,68,Present,Unknown,88.31168831168831,False,False,False
ATT0012226,2025-10-30,SCH0438,4,88,63,Absent,Admin,71.5909090909091,False,False,False
ATT0001052,2025-05-22,SCH0237,7,299,314,Present,Headmaster,,True,False,False
ATT0014520,2025-12-31,SCH0589,4,128,119,Present,Unknown,92.96875,False,False,False
ATT0011411,2026-02-18,SCH0581,4,132,107,Present,Class Teacher,81.06060606060606,False,False,False
ATT0009222,2025-12-22,SCH0456,5,281,172,Present,Unknown,61.20996441281139,False,False,False
ATT0010235,2025-12-26,SCH0368,7,206,179,Present,Unknown,86.89320388349515,False,False,False
ATT0004764,2025-04-11,SCH0280,1,296,180,Present,Headmaster,60.810810810810814,False,False,False
ATT0009063,2026-02-13,SCH0033,10,77,53,Present,Headmaster,68.83116883116884,False,False,False
ATT0001875,2025-11-08,SCH0275,5,41,30,Present,Headmaster,73.17073170731707,False,False,False
ATT0016948,2026-03-21,SCH0567,4,211,143,Present,Headmaster,67.77251184834124,False,False,False
ATT0013683,2026-01-13,SCH0219,9,44,40,Present,Headmaster,90.9090909090909,False,False,False
ATT0005832,2026-01-03,SCH0331,3,161,103,Present,Clerk,63.975155279503106,False,False,False
ATT0018799,2025-06-08,SCH0409,6,121,87,Present,Unknown,71.900826446281,False,False,False
ATT0000192,2025-08-18,SCH0319,7,234,229,Present,Unknown,97.86324786324786,False,False,False
ATT0012902,2026-04-01,SCH0327,2,244,175,Present,Admin,71.72131147540983,False,False,False
ATT0013234,2026-03-15,SCH0363,3,241,214,Present,Admin,88.79668049792531,False,False,False
ATT0012630,2026-01-21,SCH0278,3,238,183,Present,Class Teacher,76.89075630252101,False,False,False
ATT0004486,2025-06-06,SCH0191,2,239,185,Present,Class Teacher,77.40585774058577,False,False,False
ATT0009784,2025-08-27,SCH0055,3,121,75,Present,Headmaster,61.98347107438017,False,False,False
ATT0003925,2025-04-03,SCH0053,3,179,123,Unknown,Headmaster,68.71508379888269,False,False,False
ATT0009941,2025-12-16,SCH0486,7,87,74,Present,Admin,85.0574712643678,False,False,False
ATT0018885,2025-05-25,SCH0195,4,227,204,Present,Headmaster,89.86784140969164,False,False,False
ATT0015199,2026-01-02,SCH0466,5,117,104,Present,Admin,88.88888888888889,False,False,False
ATT0016062,2025-08-12,SCH0431,1,277,227,Present,Headmaster,81.94945848375451,False,False,False
ATT0003304,2025-08-05,SCH0164,10,266,258,Present,Headmaster,96.99248120300751,False,False,False
ATT0015550,2025-09-17,SCH0498,6,56,52,Unknown,Headmaster,92.85714285714286,False,False,False
ATT0013305,2026-02-25,SCH0185,3,49,47,Present,Headmaster,95.91836734693877,False,False,False
ATT0001807,2025-10-15,SCH0320,6,259,199,Present,Class Teacher,76.83397683397683,False,False,False
ATT0003872,2025-11-04,SCH0377,1,117,113,Present,Unknown,96.58119658119658,False,False,False
ATT0003792,2026-03-22,SCH0418,9,206,206,Unknown,Headmaster,100.0,False,True,False
ATT0019549,2025-05-19,SCH0221,1,248,192,Present,Admin,77.41935483870968,False,False,False
ATT0014155,2026-03-22,SCH0078,7,128,93,Present,Admin,72.65625,False,False,False
ATT0002787,2025-10-08,SCH0288,9,225,162,Present,Headmaster,72.0,False,False,False
ATT0009260,2025-07-02,SCH0295,4,127,88,Present,Admin,69.29133858267717,False,False,False
ATT0001718,2025-11-01,SCH0597,10,250,170,Issue,Unknown,68.0,False,False,False
ATT0002697,2026-02-23,SCH0054,1,221,154,Unknown,Class Teacher,69.68325791855203,False,False,False
ATT0001849,2025-10-11,SCH0288,5,231,138,Present,Headmaster,59.74025974025974,False,False,False
ATT0010624,2026-02-24,SCH0328,3,210,152,Present,Admin,72.38095238095238,False,False,False
ATT0016885,2026-03-05,SCH0008,2,52,46,Present,Clerk,88.46153846153845,False,False,False
ATT0012853,2025-07-21,SCH0491,5,124,86,Present,Admin,69.35483870967742,False,False,False
ATT0006623,2025-06-12,SCH0153,10,287,203,Present,Headmaster,70.73170731707317,False,False,False
ATT0003436,2025-09-18,SCH0037,4,40,24,Present,Admin,60.0,False,False,False
ATT0016527,2025-08-06,SCH0505,7,84,68,Present,Class Teacher,80.95238095238095,False,False,False
ATT0006772,2025-10-12,SCH0256,8,66,66,Present,Unknown,100.0,False,True,False
ATT0018135,2026-03-27,SCH0403,2,87,68,Present,Class Teacher,78.16091954022988,False,False,False
ATT0006993,2025-04-30,SCH0400,1,80,70,Present,Admin,87.5,False,False,False
ATT0016888,2026-03-03,SCH0426,2,164,159,Absent,Admin,96.95121951219512,False,False,False
ATT0018918,2025-02-05,SCH0333,3,170,163,Absent,Unknown,95.88235294117648,False,False,False
ATT0017801,2025-09-19,SCH0118,3,144,144,Present,Headmaster,100.0,False,False,False
ATT0011602,2025-06-23,SCH0160,2,157,116,Absent,Headmaster,73.88535031847134,False,False,False
ATT0001118,2025-04-04,SCH0518,4,201,138,Present,Admin,68.65671641791045,False,False,False
ATT0001757,2025-07-29,SCH0579,1,76,65,Present,Admin,85.52631578947368,False,False,False
ATT0006752,2025-09-04,SCH0307,9,287,279,Present,Headmaster,97.21254355400697,False,False,False
ATT0000871,2025-10-02,SCH0443,4,243,252,Present,Headmaster,,True,False,False
ATT0009105,2025-05-21,SCH0354,4,270,214,Present,Class Teacher,79.25925925925927,False,False,False
ATT0000722,2026-02-21,SCH0595,2,137,83,Present,Admin,60.58394160583942,False,False,False
ATT0010998,2025-09-28,SCH0336,8,43,43,Present,Clerk,100.0,False,True,False
ATT0019013,2025-06-02,SCH0054,2,202,163,Present,Admin,80.6930693069307,False,False,False
ATT0008348,2025-12-09,SCH0317,8,141,132,Present,Admin,93.61702127659575,False,False,False
ATT0015589,2025-06-05,SCH0543,8,251,223,Absent,Headmaster,88.84462151394422,False,False,False
ATT0010939,2026-01-27,SCH0275,3,230,208,Present,Headmaster,90.43478260869566,False,False,False
ATT0017260,2025-08-24,SCH0292,9,205,182,Absent,Headmaster,88.78048780487805,False,False,False
ATT0017329,2025-09-08,SCH0466,5,213,180,Present,Headmaster,84.50704225352112,False,False,False
ATT0000315,2025-10-26,SCH0202,5,196,190,Present,Clerk,96.93877551020408,False,False,False
ATT0019717,2025-10-30,SCH0236,4,262,226,Present,Unknown,86.25954198473282,False,False,False
ATT0017242,2026-01-27,SCH0362,3,245,183,Unknown,Headmaster,74.6938775510204,False,False,False
ATT0018034,2025-08-29,SCH0378,2,108,77,Absent,Class Teacher,71.29629629629629,False,False,False
ATT0005851,2025-12-05,SCH0496,4,156,120,Present,Headmaster,76.92307692307693,False,False,False
ATT0006130,2025-11-21,SCH0209,3,115,81,Present,Admin,70.43478260869566,False,False,False
ATT0005448,2026-01-07,SCH0246,3,283,210,Present,Admin,74.20494699646643,False,False,False
ATT0003130,2025-12-22,SCH0512,4,269,169,Present,Headmaster,62.825278810408925,False,False,False
ATT0016280,2025-12-18,SCH0550,7,159,130,Present,Headmaster,81.76100628930818,False,False,False
ATT0015633,2026-03-14,SCH0153,2,236,192,Present,Admin,81.35593220338984,False,False,False
ATT0000911,2025-11-20,SCH0492,5,59,36,Present,Headmaster,61.016949152542374,False,False,False
ATT0003969,2026-02-12,SCH0061,6,296,272,Present,Headmaster,91.8918918918919,False,False,False
ATT0017307,2025-04-02,SCH0209,4,224,234,Unknown,Headmaster,,True,False,False
ATT0010166,2025-04-09,SCH0198,3,115,70,Present,Clerk,60.86956521739131,False,False,False
ATT0000337,2025-05-10,SCH0083,10,116,103,Present,Admin,88.79310344827587,False,False,False
ATT0019096,2025-08-21,SCH0436,5,166,102,Absent,Clerk,61.44578313253012,False,False,False
ATT0017388,2025-07-28,SCH0009,3,197,192,Absent,Admin,97.46192893401016,False,False,False
ATT0002986,2026-05-03,SCH0226,2,127,96,Present,Unknown,75.59055118110236,False,False,False
ATT0010879,2026-03-03,SCH0143,2,139,88,Present,Admin,63.30935251798561,False,False,False
ATT0015917,2025-06-17,SCH0089,10,280,253,Present,Class Teacher,90.35714285714286,False,False,False
ATT0011670,2025-11-24,SCH0211,9,295,208,Present,Clerk,70.50847457627118,False,False,False
ATT0013908,2025-07-13,SCH0543,4,233,233,Present,Class Teacher,100.0,False,True,False
ATT0011002,2026-02-01,SCH0447,3,118,75,Absent,Class Teacher,63.559322033898304,False,False,False
ATT0004821,2025-10-28,SCH0429,9,131,145,Present,Unknown,,True,False,False
ATT0016692,2025-04-20,SCH0474,3,283,274,Present,Clerk,96.81978798586573,False,False,False
ATT0012101,2026-03-21,SCH0262,3,137,131,Absent,Headmaster,95.62043795620438,False,False,False
ATT0019560,2025-12-02,SCH0532,8,94,72,Present,Class Teacher,76.59574468085107,False,False,False
ATT0007244,2026-01-22,SCH0086,4,257,193,Present,Headmaster,75.09727626459144,False,False,False
ATT0014080,2025-04-07,SCH0255,4,296,251,Present,Headmaster,84.7972972972973,False,False,False
ATT0011875,2026-01-22,SCH0062,5,181,152,Unknown,Admin,83.97790055248619,False,False,False
ATT0014521,2025-12-18,SCH0191,5,151,135,Present,Headmaster,89.40397350993378,False,False,False
ATT0008264,2025-04-02,SCH0518,2,84,53,Absent,Clerk,63.095238095238095,False,False,False
ATT0006856,2025-12-15,SCH0416,1,117,110,Present,Headmaster,94.01709401709401,False,False,False
ATT0008598,2025-12-22,SCH0268,2,149,111,Present,Unknown,74.49664429530202,False,False,False
ATT0017663,2026-03-14,SCH0489,3,281,281,Present,Unknown,100.0,False,False,False
ATT0006902,2026-03-23,SCH0022,5,172,156,Present,Unknown,90.69767441860465,False,False,False
ATT0009950,2025-12-26,SCH0007,4,132,101,Present,Clerk,76.51515151515152,False,False,False
ATT0016437,2026-02-27,SCH0258,2,229,207,Present,Clerk,90.39301310043668,False,False,False
ATT0001446,2026-03-22,SCH0591,10,67,67,Present,Headmaster,100.0,False,True,False
ATT0014822,2025-06-17,SCH0533,2,161,141,Present,Headmaster,87.5776397515528,False,False,False
ATT0001696,2025-10-21,SCH0278,1,161,136,Present,Headmaster,84.472049689441,False,False,False
ATT0011085,2025-10-03,SCH0595,9,210,196,Present,Headmaster,93.33333333333333,False,False,False
ATT0016153,2025-12-10,SCH0302,4,138,138,Unknown,Class Teacher,100.0,False,False,False
ATT0013384,2025-09-18,SCH0499,4,83,58,Present,Class Teacher,69.87951807228916,False,False,False
ATT0001631,2025-04-04,SCH0509,8,281,181,Present,Admin,64.41281138790036,False,False,False
ATT0000270,2025-12-20,SCH0374,2,136,81,Present,Clerk,59.55882352941176,False,False,False
ATT0001882,2026-01-21,SCH0481,9,282,267,Present,Headmaster,94.68085106382979,False,False,False
ATT0014524,2025-10-13,SCH0507,9,99,91,Present,Unknown,91.91919191919192,False,False,False
ATT0013901,2025-06-17,SCH0108,5,130,111,Present,Class Teacher,85.38461538461539,False,False,False
ATT0005075,2025-04-25,SCH0302,3,65,43,Present,Headmaster,66.15384615384615,False,False,False
ATT0005510,2025-11-06,SCH0158,10,300,186,Present,Unknown,62.0,False,False,False
ATT0019598,2025-12-22,SCH0579,3,204,132,Absent,Unknown,64.70588235294117,False,False,False
ATT0019449,2025-04-20,SCH0586,9,90,90,Present,Headmaster,100.0,False,True,False
ATT0002536,2025-07-21,SCH0065,1,286,183,Absent,Headmaster,63.98601398601399,False,False,False
ATT0011070,2025-06-26,SCH0485,6,252,170,Present,Headmaster,67.46031746031747,False,False,False
ATT0019428,2025-09-02,SCH0334,3,130,105,Absent,Admin,80.76923076923077,False,False,False
ATT0014681,2025-08-16,SCH0538,4,269,280,Present,Headmaster,,True,False,False
ATT0000187,2025-05-16,SCH0010,3,197,189,Present,Admin,95.93908629441624,False,False,False
ATT0011972,2025-08-03,SCH0159,5,287,287,Present,Headmaster,100.0,False,True,False
ATT0005559,2026-01-28,SCH0199,5,78,51,Present,Unknown,65.38461538461539,False,False,False
ATT0018306,2026-03-22,SCH0584,4,135,95,Present,Class Teacher,70.37037037037037,False,False,False
ATT0006588,2025-06-04,SCH0579,3,56,56,Present,Clerk,100.0,False,False,False
ATT0003916,2025-09-05,SCH0111,8,45,36,Present,Headmaster,80.0,False,False,False
ATT0000447,2025-08-22,SCH0204,3,144,136,Present,Headmaster,94.44444444444444,False,False,False
ATT0019613,2025-04-05,SCH0581,3,182,156,Present,Admin,85.71428571428571,False,False,False
ATT0014032,2025-04-23,SCH0188,1,213,164,Present,Unknown,76.99530516431925,False,False,False
ATT0007125,2025-06-16,SCH0545,5,107,78,Present,Clerk,72.89719626168224,False,False,False
ATT0002441,2025-12-16,SCH0115,2,128,98,Present,Headmaster,76.5625,False,False,False
ATT0003104,2026-02-23,SCH0507,2,270,170,Present,Clerk,62.96296296296296,False,False,False
ATT0011089,2025-05-22,SCH0236,3,289,196,Present,Unknown,67.82006920415225,False,False,False
ATT0007693,2025-10-21,SCH0068,1,181,156,Present,Headmaster,86.1878453038674,False,False,False
ATT0006095,2025-10-09,SCH0066,2,81,55,Unknown,Class Teacher,67.90123456790124,False,False,False
ATT0009487,2025-09-06,SCH0482,4,143,137,Present,Admin,95.8041958041958,False,False,False
ATT0018694,2026-03-16,SCH0253,9,157,100,Present,Headmaster,63.69426751592356,False,False,False
ATT0013224,2026-08-01,SCH0127,6,231,164,Present,Class Teacher,70.995670995671,False,False,False
ATT0000688,2025-12-08,SCH0132,6,197,165,Present,Unknown,83.75634517766497,False,False,False
ATT0005209,2025-10-06,SCH0213,6,175,147,Absent,Clerk,84.0,False,False,False
ATT0008418,2026-02-23,SCH0134,4,117,93,Present,Class Teacher,79.48717948717949,False,False,False
ATT0010346,2026-03-18,SCH0097,1,259,192,Present,Headmaster,74.13127413127413,False,False,False
ATT0004921,2026-02-19,SCH0468,3,231,195,Present,Headmaster,84.4155844155844,False,False,False
ATT0019464,2025-05-29,SCH0319,3,236,226,Present,Admin,95.76271186440678,False,False,False
ATT0005463,2025-12-15,SCH0229,5,161,119,Present,Unknown,73.91304347826086,False,False,False
ATT0013758,2025-04-09,SCH0549,1,169,108,Present,Headmaster,63.905325443786985,False,False,False
ATT0018468,2025-06-13,SCH0168,4,119,133,Present,Unknown,,True,False,False
ATT0018166,2026-09-01,SCH0227,1,207,141,Present,Headmaster,68.11594202898551,False,False,False
ATT0001290,2025-06-28,SCH0427,4,244,207,Present,Headmaster,84.8360655737705,False,False,False
ATT0012774,2025-04-04,SCH0235,10,244,184,Present,Class Teacher,75.40983606557377,False,False,False
ATT0019367,2025-05-13,SCH0405,2,249,264,Present,Unknown,,True,False,False
ATT0010693,2025-08-07,SCH0365,7,262,208,Absent,Admin,79.38931297709924,False,False,False
ATT0010336,2025-04-25,SCH0200,7,188,181,Unknown,Class Teacher,96.27659574468085,False,False,False
ATT0017995,2025-10-30,SCH0336,3,178,121,Present,Headmaster,67.97752808988764,False,False,False
ATT0019836,2025-03-05,SCH0428,2,252,222,Present,Headmaster,88.09523809523809,False,False,False
ATT0011906,2026-03-29,SCH0527,2,236,161,Present,Headmaster,68.22033898305084,False,False,False
ATT0015831,2025-06-29,SCH0302,6,138,103,Present,Unknown,74.63768115942028,False,False,False
ATT0015736,2025-11-24,SCH0029,10,160,109,Present,Headmaster,68.125,False,False,False
ATT0012159,2025-05-14,SCH0190,9,179,164,Present,Unknown,91.62011173184358,False,False,False
ATT0012454,2025-05-16,SCH0083,3,119,101,Present,Class Teacher,84.87394957983193,False,False,False
ATT0006080,2026-03-02,SCH0524,9,47,45,Absent,Unknown,95.74468085106383,False,False,False
ATT0005458,2026-05-03,SCH0076,4,269,222,Present,Headmaster,82.5278810408922,False,False,False
ATT0017602,2025-12-01,SCH0026,2,171,105,Present,Admin,61.40350877192983,False,False,False
ATT0011350,2025-05-31,SCH0279,2,187,134,Absent,Clerk,71.65775401069519,False,False,False
ATT0012058,2026-03-02,SCH0165,1,104,69,Present,Headmaster,66.34615384615384,False,False,False
ATT0004132,2025-07-24,SCH0337,2,181,165,Absent,Clerk,91.16022099447514,False,False,False
ATT0016352,2026-02-11,SCH0132,10,193,118,Absent,Headmaster,61.13989637305699,False,False,False
ATT0015409,2026-06-01,SCH0205,5,74,63,Present,Clerk,85.13513513513513,False,False,False
ATT0004135,2026-01-26,SCH0315,4,169,124,Present,Class Teacher,73.37278106508876,False,False,False
ATT0009276,2025-07-26,SCH0058,6,269,179,Present,Headmaster,66.54275092936803,False,False,False
ATT0000862,2026-01-29,SCH0463,2,141,110,Present,Headmaster,78.01418439716312,False,False,False
ATT0013405,2026-01-27,SCH0238,10,103,76,Present,Headmaster,73.7864077669903,False,False,False
ATT0016576,2025-09-02,SCH0376,4,176,129,Present,Class Teacher,73.29545454545455,False,False,False
ATT0001943,2025-06-18,SCH0324,1,234,196,Present,Admin,83.76068376068376,False,False,False
ATT0010296,2025-08-24,SCH0423,10,81,63,Absent,Class Teacher,77.77777777777779,False,False,False
ATT0004332,2025-03-11,SCH0366,1,95,69,Present,Clerk,72.63157894736842,False,False,False
ATT0014120,2026-02-23,SCH0535,5,52,34,Absent,Headmaster,65.38461538461539,False,False,False
ATT0003971,2025-04-18,SCH0080,3,53,38,Present,Clerk,71.69811320754717,False,False,False
ATT0018645,2025-12-14,SCH0034,3,81,58,Present,Clerk,71.60493827160494,False,False,False
ATT0012852,2026-03-11,SCH0519,2,177,188,Present,Admin,,True,False,False
ATT0013194,2025-05-31,SCH0302,4,276,203,Present,Headmaster,73.55072463768117,False,False,False
ATT0002776,2026-02-13,SCH0033,9,277,226,Unknown,Unknown,81.58844765342961,False,False,False
ATT0004146,2025-09-07,SCH0103,8,214,201,Present,Unknown,93.92523364485982,False,False,False
ATT0018976,2025-05-13,SCH0116,3,157,152,Absent,Clerk,96.81528662420382,False,False,False
ATT0002412,2025-11-21,SCH0561,5,182,122,Present,Headmaster,67.03296703296702,False,False,False
ATT0015458,2025-07-05,SCH0157,10,143,94,Present,Headmaster,65.73426573426573,False,False,False
ATT0001547,2025-08-30,SCH0263,1,247,167,Unknown,Clerk,67.61133603238866,False,False,False
ATT0006954,2026-02-27,SCH0427,1,99,95,Present,Unknown,95.95959595959596,False,False,False
ATT0003136,2025-10-22,SCH0249,5,165,147,Present,Class Teacher,89.0909090909091,False,False,False
ATT0013233,2025-04-06,SCH0205,2,109,109,Present,Headmaster,100.0,False,True,False
ATT0015628,2026-12-03,SCH0122,10,238,207,Present,Class Teacher,86.97478991596638,False,False,False
ATT0014716,2025-07-31,SCH0364,10,83,95,Present,Class Teacher,,True,False,False
ATT0003806,2025-04-10,SCH0352,6,133,93,Present,Headmaster,69.92481203007519,False,False,False
ATT0016972,2025-03-06,SCH0232,5,241,226,Present,Headmaster,93.7759336099585,False,False,False
ATT0015161,2025-10-27,SCH0451,3,241,209,Present,Headmaster,86.72199170124482,False,False,False
ATT0006775,2025-06-04,SCH0566,7,88,79,Absent,Class Teacher,89.77272727272727,False,False,False
ATT0014063,2025-10-04,SCH0528,1,53,43,Present,Headmaster,81.13207547169812,False,False,False
ATT0010021,2026-03-06,SCH0586,7,211,178,Present,Class Teacher,84.36018957345972,False,False,False
ATT0003328,2025-04-24,SCH0010,4,120,80,Present,Admin,66.66666666666666,False,False,False
,2025-12-13,SCH0474,4,180,119,Absent,Class Teacher,66.11111111111111,False,False,True
ATT0001263,2025-05-04,SCH0379,2,177,127,Present,Headmaster,71.75141242937853,False,False,False
ATT0013118,2025-11-20,SCH0320,5,66,62,Present,Clerk,93.93939393939394,False,False,False
ATT0013456,2025-04-05,SCH0366,1,76,49,Present,Headmaster,64.47368421052632,False,False,False
ATT0006583,2025-12-19,SCH0303,2,286,233,Present,Unknown,81.46853146853147,False,False,False
ATT0005022,2025-08-30,SCH0115,2,74,68,Present,Admin,91.8918918918919,False,False,False
ATT0012584,2025-05-13,SCH0139,3,228,219,Present,Headmaster,96.05263157894737,False,False,False
ATT0014996,2025-06-13,SCH0598,8,158,177,Present,Clerk,,True,False,False
ATT0011414,2025-11-15,SCH0121,6,133,149,Absent,Class Teacher,,True,False,False
ATT0009803,2025-08-22,SCH0404,1,75,48,Absent,Clerk,64.0,False,False,False
ATT0004109,2026-03-25,SCH0156,3,69,64,Present,Admin,92.7536231884058,False,False,False
ATT0005214,2025-10-03,SCH0199,5,219,176,Unknown,Headmaster,80.36529680365297,False,False,False
ATT0003256,2025-10-13,SCH0291,3,298,212,Present,Class Teacher,71.14093959731544,False,False,False
ATT0007324,2025-09-26,SCH0076,4,272,258,Present,Class Teacher,94.85294117647058,False,False,False
ATT0002691,2026-03-03,SCH0273,3,102,80,Present,Headmaster,78.43137254901961,False,False,False
ATT0014502,2026-03-04,SCH0480,4,132,127,Present,Headmaster,96.21212121212122,False,False,False
